name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacillus fonticola	2728853	S	1	0	1	0.00000
Bacillus shivajii	1983719	S	1	0	1	0.00000
Bacillus glycinifermentans	1664069	S	1	0	1	0.00000
Lysinibacillus sp. JNUCC-51	2792479	S	2	0	2	0.00000
Lysinibacillus sp. FSL W7-1291	2954544	S	2	1	3	0.00000
Lysinibacillus sphaericus	1421	S	3	1	4	0.00000
Lysinibacillus fusiformis	28031	S	3	0	3	0.00000
Lysinibacillus timonensis	2086577	S	3	0	3	0.00000
Lysinibacillus macroides	33935	S	2	0	2	0.00000
Lysinibacillus parviboronicapiens	436516	S	1	0	1	0.00000
Lysinibacillus agricola	2590012	S	1	0	1	0.00000
Priestia megaterium	1404	S	9	0	9	0.00001
Priestia flexa	86664	S	1	0	1	0.00000
Neobacillus sp. 114	3048535	S	2	0	2	0.00000
Neobacillus sp. PS3-12	3070677	S	1	0	1	0.00000
Neobacillus sp. PS3-34	3070678	S	1	0	1	0.00000
Neobacillus sp. PS3-40	3070679	S	1	0	1	0.00000
Neobacillus drentensis	220684	S	1	0	1	0.00000
Neobacillus mesonae	1193713	S	1	0	1	0.00000
Neobacillus cucumis	1740721	S	1	0	1	0.00000
Heyndrickxia coagulans	1398	S	7	0	7	0.00000
Heyndrickxia oleronia	38875	S	1	0	1	0.00000
Niallia taxi	2499688	S	6	0	6	0.00000
Niallia circulans	1397	S	1	0	1	0.00000
Niallia sp. Man26	2912824	S	1	0	1	0.00000
Rossellomorea marisflavi	189381	S	2	0	2	0.00000
Rossellomorea aquimaris	189382	S	1	0	1	0.00000
Rossellomorea vietnamensis	218284	S	1	0	1	0.00000
Rossellomorea sp. y25	3118174	S	1	0	1	0.00000
Metabacillus halosaccharovorans	930124	S	2	0	2	0.00000
Metabacillus litoralis	152268	S	1	0	1	0.00000
Metabacillus sp. FJAT-53654	3117747	S	1	0	1	0.00000
Peribacillus psychrosaccharolyticus	1407	S	2	0	2	0.00000
Peribacillus simplex	1478	S	1	0	1	0.00000
Peribacillus asahii	228899	S	1	0	1	0.00000
Paraliobacillus zengyii	2213194	S	4	0	4	0.00000
Evansella sp. LMS18	2924033	S	2	0	2	0.00000
Evansella cellulosilytica	1413	S	1	0	1	0.00000
Siminovitchia fortis	254758	S	2	0	2	0.00000
Fictibacillus phosphorivorans	1221500	S	3	0	3	0.00000
Cytobacillus firmus	1399	S	1	0	1	0.00000
Cytobacillus kochii	859143	S	1	0	1	0.00000
Cytobacillus dafuensis	1742359	S	1	0	1	0.00000
Geobacillus thermodenitrificans	33940	S	1	0	1	0.00000
Geobacillus thermoleovorans	33941	S	1	0	1	0.00000
Radiobacillus deserti	2594883	S	2	0	2	0.00000
Mesobacillus subterraneus	285983	S	1	0	1	0.00000
Mesobacillus sp. S13	2880221	S	1	0	1	0.00000
Psychrobacillus glaciei	2283160	S	2	0	2	0.00000
Shouchella lehensis	300825	S	2	0	2	0.00000
Virgibacillus necropolis	163877	S	1	1	2	0.00000
Oceanobacillus jeddahense	1462527	S	1	1	2	0.00000
Pseudalkalibacillus hwajinpoensis	208199	S	1	0	1	0.00000
Amphibacillus xylanus	1449	S	1	0	1	0.00000
Gracilibacillus salinarum	2932255	S	1	0	1	0.00000
Fervidibacillus albus	2980026	S	1	0	1	0.00000
Anoxybacillus amylolyticus	294699	S	1	0	1	0.00000
Parageobacillus toebii	153151	S	1	0	1	0.00000
Caldifermentibacillus hisashii	996558	S	1	0	1	0.00000
Paenibacillus polymyxa	1406	S	10	2	12	0.00001
Paenibacillus sp. 481	2835869	S	2	0	2	0.00000
Paenibacillus sp. FSL R7-0272	2921679	S	1	0	1	0.00000
Paenibacillus sp. KACC 21273	3025665	S	1	0	1	0.00000
Paenibacillus sp. FSL K6-1096	2921460	S	1	0	1	0.00000
Paenibacillus physcomitrellae	1619311	S	3	0	3	0.00000
Paenibacillus algicola	2565926	S	2	0	2	0.00000
Paenibacillus alvei	44250	S	2	0	2	0.00000
Paenibacillus uliginis	683737	S	1	0	1	0.00000
Paenibacillus mucilaginosus	61624	S	1	0	1	0.00000
Paenibacillus amylolyticus	1451	S	1	0	1	0.00000
Brevibacillus humidisoli	2895522	S	1	0	1	0.00000
Cohnella sp. LGH	1619153	S	1	0	1	0.00000
Sporosarcina sp. Marseille-Q4943	2942204	S	2	0	2	0.00000
Sporosarcina sp. P37	1930546	S	1	1	2	0.00000
Sporosarcina sp. Marseille-Q4063	2810514	S	1	0	1	0.00000
Sporosarcina ureae	1571	S	1	0	1	0.00000
Sporosarcina thermotolerans	633404	S	1	0	1	0.00000
Planococcus sp. 107-1	2908840	S	2	0	2	0.00000
Planococcus sp. PAMC 21323	1526927	S	1	0	1	0.00000
Planococcus sp. MB-3u-03	2058136	S	1	1	2	0.00000
Planococcus lenghuensis	2213202	S	2	0	2	0.00000
Solibacillus sp. FSL R5-0449	2921639	S	1	0	1	0.00000
Solibacillus sp. FSL W8-0372	2921713	S	1	0	1	0.00000
Kurthia sp. YJT4	3049086	S	1	0	1	0.00000
Ureibacillus thermophilus	367743	S	1	0	1	0.00000
Paenisporosarcina cavernae	2320858	S	1	0	1	0.00000
Chryseomicrobium sp. FSL W7-1435	2921704	S	1	0	1	0.00000
Listeria monocytogenes	1639	S	13	3	16	0.00001
Listeria innocua	1642	S	1	0	1	0.00000
Listeria newyorkensis	1497681	S	1	0	1	0.00000
Sporolactobacillus terrae	269673	S	5	0	5	0.00000
Sporolactobacillus sp. Y61	3160863	S	3	0	3	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	2	0	2	0.00000
Exiguobacterium sp. S3-2	1389960	S	2	0	2	0.00000
Exiguobacterium sp. 9-2	3112419	S	1	0	1	0.00000
Hydrogenibacillus sp. N12	2866627	S	2	0	2	0.00000
Gemella haemolysans	1379	S	2	1	3	0.00000
Gemella sp. zg-570	2840371	S	1	0	1	0.00000
Laceyella sacchari	37482	S	2	0	2	0.00000
Thermoactinomyces vulgaris	2026	S	1	0	1	0.00000
Kroppenstedtia eburnea	714067	S	1	0	1	0.00000
Abyssicoccus albus	1817405	S	3	0	3	0.00000
Enterococcus faecalis	1351	S	156	57	213	0.00014
Enterococcus durans	53345	S	81	32	113	0.00007
Enterococcus faecium	1352	S	22	117	139	0.00009
Enterococcus cecorum	44008	S	3	0	3	0.00000
Enterococcus sp. FZMF	3050383	S	1	0	1	0.00000
Enterococcus sp. 9D6_DIV0238	1834192	S	1	0	1	0.00000
Enterococcus hirae	1354	S	1	0	1	0.00000
Enterococcus avium	33945	S	1	0	1	0.00000
Enterococcus wangshanyuanii	2005703	S	1	0	1	0.00000
Vagococcus fluvialis	2738	S	1	1	2	0.00000
Vagococcus xieshaowenii	2562451	S	1	2	3	0.00000
Tetragenococcus halophilus	51669	S	2	0	2	0.00000
Streptococcus suis	1307	S	41	4	45	0.00003
Streptococcus pyogenes	1314	S	6	0	6	0.00000
Streptococcus iniae	1346	S	4	0	4	0.00000
Streptococcus dysgalactiae	1334	S	4	2	6	0.00000
Streptococcus infantis	68892	S	3	0	3	0.00000
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	2	0	2	0.00000
Streptococcus sp. 1643	2576376	S	1	0	1	0.00000
Streptococcus thermophilus	1308	S	2	0	2	0.00000
Streptococcus sobrinus	1310	S	2	0	2	0.00000
Streptococcus agalactiae	1311	S	2	3	5	0.00000
Streptococcus pluranimalium	82348	S	1	0	1	0.00000
Streptococcus lactarius	684066	S	1	0	1	0.00000
Streptococcus pneumoniae	1313	S	1	0	1	0.00000
Streptococcus parauberis	1348	S	1	0	1	0.00000
Lactococcus raffinolactis	1366	S	2	0	2	0.00000
Lactococcus garvieae	1363	S	1	7	8	0.00001
Lactococcus formosensis	1281486	S	1	0	1	0.00000
Lactobacillus johnsonii	33959	S	2	0	2	0.00000
Lactobacillus acidophilus	1579	S	2	5	7	0.00000
Lactobacillus acetotolerans	1600	S	1	0	1	0.00000
Lactobacillus iners	147802	S	1	0	1	0.00000
Lactiplantibacillus plantarum	1590	S	2	1	3	0.00000
Lactiplantibacillus carotarum	2993456	S	1	0	1	0.00000
Lentilactobacillus buchneri	1581	S	2	5	7	0.00000
Lentilactobacillus kefiri	33962	S	2	0	2	0.00000
Ligilactobacillus agilis	1601	S	1	0	1	0.00000
Ligilactobacillus murinus	1622	S	1	0	1	0.00000
Ligilactobacillus salivarius	1624	S	1	0	1	0.00000
Fructilactobacillus sanfranciscensis	1625	S	1	0	1	0.00000
Fructilactobacillus lindneri	53444	S	1	0	1	0.00000
Lacticaseibacillus paracasei	1597	S	3	0	3	0.00000
Periweissella cryptocerci	2506420	S	3	0	3	0.00000
Liquorilactobacillus satsumensis	259059	S	1	0	1	0.00000
Liquorilactobacillus hordei	468911	S	1	0	1	0.00000
Acetilactobacillus jinshanensis	1720083	S	1	0	1	0.00000
Apilactobacillus bombintestini	2419772	S	1	0	1	0.00000
Furfurilactobacillus rossiae	231049	S	1	0	1	0.00000
Latilactobacillus curvatus	28038	S	1	0	1	0.00000
Levilactobacillus koreensis	637971	S	1	0	1	0.00000
Fundicoccus culcitae	2969821	S	3	0	3	0.00000
Ruoffia tabacinasalis	87458	S	3	0	3	0.00000
Globicatella sanguinis	13076	S	1	0	1	0.00000
Ignavigranum ruoffiae	89093	S	1	0	1	0.00000
Desemzia incerta	82801	S	3	0	3	0.00000
Clostridium botulinum	1491	S	6	6	12	0.00001
Clostridium perfringens	1502	S	5	0	5	0.00000
Clostridium gasigenes	94869	S	2	0	2	0.00000
Clostridium sp. BJN0013	3236840	S	1	0	1	0.00000
Clostridium bornimense	1216932	S	1	0	1	0.00000
Clostridium saccharobutylicum	169679	S	1	0	1	0.00000
Clostridium septicum	1504	S	1	0	1	0.00000
Clostridium formicaceticum	1497	S	1	0	1	0.00000
Crassaminicella profunda	1286698	S	1	0	1	0.00000
Acetivibrio thermocellus	1515	S	4	0	4	0.00000
Ruminococcus bovis	2564099	S	2	0	2	0.00000
Faecalibacterium prausnitzii	853	S	1	0	1	0.00000
Solibaculum mannosilyticum	2780922	S	1	0	1	0.00000
Agathobaculum sp. NTUH-O15-33	3079302	S	1	0	1	0.00000
Dehalobacterium formicoaceticum	51515	S	1	0	1	0.00000
Desulfotomaculum nigrificans	1565	S	1	0	1	0.00000
Clostridioides difficile	1496	S	7	13	20	0.00001
Intestinibacter bartlettii	261299	S	3	0	3	0.00000
Tepidibacter aestuarii	2925782	S	1	0	1	0.00000
Paraclostridium sordellii	1505	S	1	0	1	0.00000
Anaerocolumna chitinilytica	1727145	S	1	0	1	0.00000
Coprococcus comes	410072	S	1	0	1	0.00000
Anaerostipes caccae	105841	S	1	0	1	0.00000
Blautia parvula	2877527	S	1	0	1	0.00000
Lachnoclostridium phytofermentans	66219	S	1	0	1	0.00000
Halanaerobium praevalens	2331	S	1	0	1	0.00000
Peptoniphilus genitalis	3036303	S	2	0	2	0.00000
Peptoniphilus equinus	3016343	S	1	0	1	0.00000
Helcococcus kunzii	40091	S	1	0	1	0.00000
Parvimonas micra	33033	S	1	0	1	0.00000
Murdochiella vaginalis	1852373	S	1	0	1	0.00000
Acidilutibacter cellobiosedens	2507161	S	2	0	2	0.00000
Schnuerera ultunensis	45497	S	2	0	2	0.00000
Longicatena caecimuris	1796635	S	1	0	1	0.00000
Intestinibaculum porci	2487118	S	1	0	1	0.00000
Amedibacterium intestinale	2583452	S	1	0	1	0.00000
Allocoprobacillus halotolerans	2944914	S	1	0	1	0.00000
Turicibacter sp. TJ11	2806443	S	2	0	2	0.00000
Turicibacter sp. H121	1712675	S	1	0	1	0.00000
Sporomusa aerivorans	204936	S	1	0	1	0.00000
Veillonella rodentium	248315	S	1	0	1	0.00000
endosymbiont 'TC1' of Trimyema compressum	243899	S	1	0	1	0.00000
Streptomyces sp. ICC4	2099584	S	32	7	39	0.00002
Streptomyces sp. ICC1	2099583	S	10	2	12	0.00001
Streptomyces armeniacus	83291	S	6	0	6	0.00000
Streptomyces vinaceusdrappus	67376	S	3	2	5	0.00000
Streptomyces europaeiscabiei	146819	S	1	0	1	0.00000
Kitasatospora sp. NA04385	2742135	S	1	0	1	0.00000
Prescottella equi	43767	S	3	0	3	0.00000
Rhodococcus sp. MTM3W5.2	1805827	S	1	0	1	0.00000
Rhodococcus aetherivorans	191292	S	1	0	1	0.00000
Rhodococcoides fascians	1828	S	1	0	1	0.00000
Mycobacterium intracellulare	1767	S	2	0	2	0.00000
Mycolicibacterium goodii	134601	S	1	0	1	0.00000
Corynebacterium diphtheriae	1717	S	1	1	2	0.00000
Corynebacterium tuberculostearicum	38304	S	1	0	1	0.00000
Bifidobacterium breve	1685	S	1	0	1	0.00000
Bifidobacterium longum	216816	S	1	1	2	0.00000
Gardnerella vaginalis	2702	S	2	0	2	0.00000
Plantactinospora sp. BB1	2071627	S	6	0	6	0.00000
Curtobacterium sp. MCLR17_032	2175650	S	1	0	1	0.00000
Mycetocola spongiae	2859226	S	1	0	1	0.00000
Homoserinibacter sp. YIM 151385	2985506	S	1	0	1	0.00000
Rothia aeria	172042	S	1	0	1	0.00000
Propionibacterium freudenreichii	1744	S	1	0	1	0.00000
Aeromicrobium sp. A1-2	2107713	S	1	0	1	0.00000
Parolsenella massiliensis	1871022	S	3	2	5	0.00000
Arabiibacter massiliensis	1870985	S	2	0	2	0.00000
Spiroplasma floricola	216937	S	4	0	4	0.00000
Spiroplasma endosymbiont of Lasioglossum malachurum	3066319	S	1	1	2	0.00000
Spiroplasma endosymbiont of Polydrusus cervinus	3066287	S	1	0	1	0.00000
Spiroplasma poulsonii	2138	S	1	0	1	0.00000
Spiroplasma platyhelix	301585	S	1	0	1	0.00000
Spiroplasma citri	2133	S	1	0	1	0.00000
Mycoplasma sp. (ex Biomphalaria glabrata)	1749074	S	1	0	1	0.00000
Mycoplasma sp. OR1901	2742195	S	1	1	2	0.00000
Mycoplasma sp. 888	3108483	S	1	3	4	0.00000
Mycoplasma capricolum	2095	S	1	0	1	0.00000
Mycoplasma mycoides	2102	S	1	0	1	0.00000
Mycoplasma miroungirhinis	754516	S	1	0	1	0.00000
Ureaplasma urealyticum	2130	S	1	0	1	0.00000
Mycoplasmoides fastidiosum	92758	S	1	4	5	0.00000
Mycoplasmopsis californica	2113	S	2	1	3	0.00000
Mycoplasmopsis synoviae	2109	S	1	1	2	0.00000
Mycoplasmopsis caviae	55603	S	1	0	1	0.00000
Moorena producens	1155739	S	1	0	1	0.00000
Okeanomitos corallinicola	3231550	S	1	0	1	0.00000
Calothrix sp. PCC 6303	1170562	S	1	0	1	0.00000
Synechococcus elongatus	32046	S	1	4	5	0.00000
Pseudanabaena mucicola	71190	S	1	0	1	0.00000
Candidatus Chlorohelix allophototropha	3003348	S	3	0	3	0.00000
Candidatus Lucifugimonas marina	3038979	S	1	0	1	0.00000
Vulcanimicrobium alpinum	3016050	S	1	0	1	0.00000
Thermomicrobium sp. 4228-Ro	2993937	S	1	0	1	0.00000
Escherichia coli	562	S	7	2	9	0.00001
Escherichia albertii	208962	S	1	0	1	0.00000
Klebsiella pneumoniae	573	S	6	3	9	0.00001
Salmonella enterica	28901	S	4	22	26	0.00002
Symbiopectobacterium purcellii	2871826	S	1	0	1	0.00000
Candidatus Blochmannia ocreatus	251538	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Donacia clavipes	2675775	S	1	0	1	0.00000
Erwinia aphidicola	68334	S	1	0	1	0.00000
Erwinia pyrifoliae	79967	S	1	0	1	0.00000
Buchnera aphidicola	9	S	1	0	1	0.00000
Pantoea sp. At-9b	592316	S	1	0	1	0.00000
Morganella morganii	582	S	2	0	2	0.00000
Providencia rettgeri	587	S	1	0	1	0.00000
Arsenophonus nasoniae	638	S	1	0	1	0.00000
Dickeya fangzhongdai	1778540	S	2	0	2	0.00000
Serratia marcescens	615	S	1	0	1	0.00000
Limnobaculum parvum	2172103	S	1	0	1	0.00000
Vibrio cholerae	666	S	2	3	5	0.00000
Vibrio coralliilyticus	190893	S	2	0	2	0.00000
Vibrio campbellii	680	S	2	0	2	0.00000
Vibrio penaeicida	104609	S	1	0	1	0.00000
Vibrio metoecus	1481663	S	1	0	1	0.00000
Vibrio spartinae	1918945	S	1	0	1	0.00000
Photobacterium damselae	38293	S	2	0	2	0.00000
Photobacterium profundum	74109	S	1	0	1	0.00000
Pseudoalteromonas sp. 3J6	649161	S	3	0	3	0.00000
Pseudoalteromonas piscicida	43662	S	1	0	1	0.00000
Pseudoalteromonas piratica	1348114	S	1	0	1	0.00000
Catenovulum adriaticum	2984846	S	1	0	1	0.00000
Shewanella baltica	62322	S	2	0	2	0.00000
Psychromonas sp. MME1	3231032	S	1	0	1	0.00000
Acinetobacter baumannii	470	S	4	1	5	0.00000
Acinetobacter haemolyticus	29430	S	1	0	1	0.00000
Psychrobacter sp. KH172YL61	2517899	S	1	0	1	0.00000
Psychrobacter arenosus	256326	S	1	0	1	0.00000
Aeromonas sp. Ne-1	1675689	S	4	0	4	0.00000
Aeromonas salmonicida	645	S	1	0	1	0.00000
Aeromonas caviae	648	S	1	0	1	0.00000
Aeromonas veronii	654	S	1	0	1	0.00000
Pseudomonas aeruginosa	287	S	2	1	3	0.00000
Pseudomonas sp. R1-43-08	1173270	S	1	0	1	0.00000
Permianibacter aggregans	1510150	S	1	0	1	0.00000
Entomomonas asaccharolytica	2785331	S	1	0	1	0.00000
Vreelandella venusta	44935	S	5	0	5	0.00000
Marinomonas polaris	293552	S	1	0	1	0.00000
Haemophilus influenzae	727	S	2	0	2	0.00000
Haemophilus parahaemolyticus	735	S	1	0	1	0.00000
Pasteurella multocida	747	S	1	0	1	0.00000
Actinobacillus indolicus	51049	S	1	0	1	0.00000
Xanthomonas albilineans	29447	S	3	0	3	0.00000
Stenotrophomonas pavanii	487698	S	1	0	1	0.00000
Legionella hackeliae	449	S	1	0	1	0.00000
Legionella sp. PC1000	2746060	S	1	0	1	0.00000
Rheinheimera sp. MM224	3019969	S	1	0	1	0.00000
Piscirickettsia salmonis	1238	S	1	0	1	0.00000
Candidatus Comchoanobacter bicostacola	2919598	S	1	0	1	0.00000
Agarilytica rhodophyticola	1737490	S	1	0	1	0.00000
Sulfurifustis variabilis	1675686	S	1	0	1	0.00000
Methylogaea oryzae	1295382	S	1	0	1	0.00000
Ralstonia pickettii	329	S	41	7	48	0.00003
Ralstonia sp. CP	3231757	S	14	5	19	0.00001
Ralstonia mannitolilytica	105219	S	2	0	2	0.00000
Ralstonia solanacearum	305	S	2	0	2	0.00000
Burkholderia dolosa	152500	S	1	0	1	0.00000
Cupriavidus sp. MP-37	2884455	S	1	0	1	0.00000
Bordetella parapertussis	519	S	1	0	1	0.00000
Orrella marina	2163011	S	1	0	1	0.00000
Candidatus Ichthyocystis hellenicum	1561003	S	1	0	1	0.00000
Neisseria gonorrhoeae	485	S	4	0	4	0.00000
Neisseria bacilliformis	267212	S	1	0	1	0.00000
Laribacter hongkongensis	168471	S	1	0	1	0.00000
Methylotenera versatilis	1055487	S	1	0	1	0.00000
Anderseniella sp. Alg231-50	1922226	S	3	0	3	0.00000
Bartonella krasnovii	2267275	S	3	0	3	0.00000
Cohaesibacter marisflavi	655353	S	2	0	2	0.00000
Xanthobacter autotrophicus	280	S	1	0	1	0.00000
Labrys sp. KNU-23	2789216	S	1	0	1	0.00000
Sinorhizobium meliloti	382	S	1	0	1	0.00000
Brucella sp. 1315	2975050	S	1	1	2	0.00000
Pararhodospirillum photometricum	1084	S	3	0	3	0.00000
Candidatus Endolissoclinum faulkneri	1263979	S	1	0	1	0.00000
Terasakiella sp. SH-1	2560057	S	1	0	1	0.00000
Wolbachia endosymbiont (group A) of Scambus nigricans	2954055	S	1	0	1	0.00000
Candidatus Bandiella numerosa	2570586	S	1	0	1	0.00000
Paracoccus aerodenitrificans	3017781	S	1	0	1	0.00000
Tritonibacter sp. AK171	3048493	S	1	0	1	0.00000
Candidatus Bealeia paramacronuclearis	1921001	S	1	0	1	0.00000
Flavobacterium sp. CS20	2775246	S	1	0	1	0.00000
Flavobacterium sp. N1994	2986827	S	1	0	1	0.00000
Flavobacterium sp. 140616W15	2478552	S	1	0	1	0.00000
Flavobacterium sp. KS-LB2	3120525	S	1	0	1	0.00000
Flavobacterium sp. NG2	3097547	S	1	0	1	0.00000
Flavobacterium covae	2906076	S	2	0	2	0.00000
Flavobacterium columnare	996	S	1	0	1	0.00000
Flavobacterium cupriresistens	2893885	S	1	0	1	0.00000
Flavobacterium ammoniigenes	1751095	S	1	0	1	0.00000
