name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacillus sp. SI2	3077323	S	1	0	1	0.00000
Bacillus altitudinis	293387	S	6	0	6	0.00000
Bacillus safensis	561879	S	3	0	3	0.00000
Bacillus badius	1455	S	2	0	2	0.00000
Bacillus carboniphilus	86663	S	2	0	2	0.00000
Bacillus arachidis	2819290	S	1	0	1	0.00000
Heyndrickxia coagulans	1398	S	11	3	14	0.00001
Heyndrickxia oleronia	38875	S	1	0	1	0.00000
Lysinibacillus sp. 2017	2169540	S	1	0	1	0.00000
Lysinibacillus sp. FSL W7-1291	2954544	S	1	0	1	0.00000
Lysinibacillus sp. FSL H8-0500	2921393	S	1	0	1	0.00000
Lysinibacillus sp. SGAir0095	2070463	S	1	0	1	0.00000
Lysinibacillus timonensis	2086577	S	3	0	3	0.00000
Lysinibacillus macroides	33935	S	1	0	1	0.00000
Geobacillus thermoleovorans	33941	S	2	2	4	0.00000
Geobacillus sp. C56-T3	691437	S	1	1	2	0.00000
Geobacillus thermodenitrificans	33940	S	1	1	2	0.00000
Neobacillus sp. 114	3048535	S	2	0	2	0.00000
Neobacillus sp. PS3-12	3070677	S	2	0	2	0.00000
Neobacillus sp. PS3-34	3070678	S	1	0	1	0.00000
Neobacillus sp. PS3-40	3070679	S	1	0	1	0.00000
Neobacillus sp. OS1-33	3070683	S	1	0	1	0.00000
Neobacillus mesonae	1193713	S	1	0	1	0.00000
Priestia megaterium	1404	S	6	1	7	0.00000
Mesobacillus subterraneus	285983	S	4	0	4	0.00000
Mesobacillus foraminis	279826	S	2	0	2	0.00000
Mesobacillus sp. AQ2	3043332	S	1	0	1	0.00000
Rossellomorea marisflavi	189381	S	4	0	4	0.00000
Rossellomorea vietnamensis	218284	S	2	0	2	0.00000
Parageobacillus thermoglucosidasius	1426	S	4	1	5	0.00000
Parageobacillus genomosp. 1	1295642	S	1	0	1	0.00000
Gracilibacillus salitolerans	2663022	S	1	3	4	0.00000
Psychrobacillus glaciei	2283160	S	3	0	3	0.00000
Metabacillus endolithicus	1535204	S	2	0	2	0.00000
Metabacillus dongyingensis	2874282	S	1	0	1	0.00000
Allobacillus halotolerans	570278	S	3	0	3	0.00000
Virgibacillus natechei	1216297	S	1	0	1	0.00000
Virgibacillus sp. NKC19-16	2831673	S	1	0	1	0.00000
Anoxybacillus amylolyticus	294699	S	2	0	2	0.00000
Anoxybacillus flavithermus	33934	S	1	0	1	0.00000
Mangrovibacillus cuniculi	2593652	S	2	0	2	0.00000
Halobacillus mangrovi	402384	S	1	0	1	0.00000
Halobacillus shinanisalinarum	2932258	S	1	0	1	0.00000
Peribacillus frigoritolerans	450367	S	1	1	2	0.00000
Siminovitchia fortis	254758	S	1	0	1	0.00000
Amphibacillus xylanus	1449	S	1	0	1	0.00000
Radiobacillus deserti	2594883	S	1	0	1	0.00000
Salicibibacter halophilus	2502791	S	1	0	1	0.00000
Cytobacillus kochii	859143	S	1	0	1	0.00000
Salisediminibacterium beveridgei	632773	S	1	0	1	0.00000
Domibacillus sp. DTU_2020_1001157_1_SI_ALB_TIR_016	3077789	S	1	0	1	0.00000
Fervidibacillus halotolerans	2980027	S	1	0	1	0.00000
Fictibacillus phosphorivorans	1221500	S	1	0	1	0.00000
Shouchella hunanensis	766894	S	1	0	1	0.00000
Ornithinibacillus sp. 4-3	3231488	S	1	0	1	0.00000
Sporosarcina sp. Marseille-Q4943	2942204	S	6	1	7	0.00000
Sporosarcina sp. Te-1	2818390	S	1	0	1	0.00000
Sporosarcina sp. FSL K6-1522	2921554	S	1	0	1	0.00000
Sporosarcina sp. FSL W8-0480	2954701	S	1	0	1	0.00000
Sporosarcina pasteurii	1474	S	2	0	2	0.00000
Sporosarcina trichiuri	3056445	S	2	0	2	0.00000
Solibacillus silvestris	76853	S	6	1	7	0.00000
Solibacillus sp. R5-41	2048654	S	1	0	1	0.00000
Planococcus sp. MB-3u-03	2058136	S	2	0	2	0.00000
Planococcus lenghuensis	2213202	S	2	0	2	0.00000
Planococcus faecalis	1598147	S	2	0	2	0.00000
Chryseomicrobium sp. FSL W7-1435	2921704	S	1	0	1	0.00000
Paenibacillus sp. FSL R5-0519	2921648	S	1	0	1	0.00000
Paenibacillus sp. FSL R5-0701	2921654	S	1	1	2	0.00000
Paenibacillus sp. IHB B 3084	867076	S	1	0	1	0.00000
Paenibacillus sp. 481	2835869	S	1	0	1	0.00000
Paenibacillus sp. RC67	3039392	S	1	0	1	0.00000
Paenibacillus sp. FSL K6-1096	2921460	S	1	0	1	0.00000
Paenibacillus sp. FSL K6-3182	2921495	S	1	0	1	0.00000
Paenibacillus polymyxa	1406	S	6	3	9	0.00001
Paenibacillus physcomitrellae	1619311	S	5	0	5	0.00000
Paenibacillus ihbetae	1870820	S	1	0	1	0.00000
Paenibacillus albus	2495582	S	1	0	1	0.00000
Paenibacillus antarcticus	253703	S	1	0	1	0.00000
Brevibacillus sp. JNUCC-41	2778370	S	1	0	1	0.00000
Brevibacillus sp. NSP2.1	3003229	S	1	0	1	0.00000
Brevibacillus humidisoli	2895522	S	2	0	2	0.00000
Brevibacillus laterosporus	1465	S	1	0	1	0.00000
Listeria monocytogenes	1639	S	17	6	23	0.00001
Listeria innocua	1642	S	6	0	6	0.00000
Listeria newyorkensis	1497681	S	2	0	2	0.00000
Listeria welshimeri	1643	S	1	0	1	0.00000
Brochothrix thermosphacta	2756	S	1	0	1	0.00000
Exiguobacterium sp. S3-2	1389960	S	1	3	4	0.00000
Hydrogenibacillus sp. N12	2866627	S	2	0	2	0.00000
Laceyella sacchari	37482	S	3	0	3	0.00000
Thermoactinomyces vulgaris	2026	S	2	0	2	0.00000
Alicyclobacillus fastidiosus	392011	S	1	1	2	0.00000
Alicyclobacillus acidocaldarius	405212	S	1	0	1	0.00000
Gemella haemolysans	1379	S	1	2	3	0.00000
Abyssicoccus albus	1817405	S	2	0	2	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	1	0	1	0.00000
Enterococcus faecium	1352	S	641	102	743	0.00048
Enterococcus cecorum	44008	S	77	1	78	0.00005
Enterococcus faecalis	1351	S	51	7	58	0.00004
Enterococcus hirae	1354	S	8	0	8	0.00001
Enterococcus lactis	357441	S	7	23	30	0.00002
Enterococcus casseliflavus	37734	S	6	0	6	0.00000
Enterococcus sp. ZQ21	3044568	S	3	8	11	0.00001
Enterococcus sp. 7F3_DIV0205	1834189	S	1	0	1	0.00000
Enterococcus sp. FDAARGOS_375	2060307	S	1	0	1	0.00000
Enterococcus durans	53345	S	5	0	5	0.00000
Enterococcus dispar	44009	S	3	0	3	0.00000
Enterococcus raffinosus	71452	S	2	0	2	0.00000
Enterococcus gallinarum	1353	S	1	0	1	0.00000
Vagococcus fluvialis	2738	S	2	1	3	0.00000
Vagococcus lutrae	81947	S	1	0	1	0.00000
Vagococcus hydrophili	2714947	S	1	0	1	0.00000
Tetragenococcus halophilus	51669	S	3	0	3	0.00000
Tetragenococcus osmophilus	526944	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Streptococcus agalactiae	1311	S	114	21	135	0.00009
Streptococcus thermophilus	1308	S	16	0	16	0.00001
Streptococcus suis	1307	S	10	0	10	0.00001
Streptococcus pyogenes	1314	S	8	0	8	0.00001
Streptococcus parasuis	1501662	S	7	0	7	0.00000
Streptococcus parauberis	1348	S	7	0	7	0.00000
Streptococcus infantis	68892	S	6	0	6	0.00000
Streptococcus pneumoniae	1313	S	5	15	20	0.00001
Streptococcus dysgalactiae	1334	S	4	0	4	0.00000
Streptococcus equi	1336	S	1	0	1	0.00000
Streptococcus iniae	1346	S	4	0	4	0.00000
Streptococcus macedonicus	59310	S	3	1	4	0.00000
Streptococcus pluranimalium	82348	S	3	0	3	0.00000
Streptococcus pasteurianus	197614	S	2	0	2	0.00000
Streptococcus troglodytae	1111760	S	1	0	1	0.00000
Streptococcus mitis	28037	S	1	0	1	0.00000
Streptococcus porcinus	1340	S	1	0	1	0.00000
Streptococcus sp. ZY1909104	3233335	S	1	0	1	0.00000
Streptococcus mutans	1309	S	1	0	1	0.00000
Streptococcus gallolyticus	315405	S	1	0	1	0.00000
Streptococcus salivarius	1304	S	1	0	1	0.00000
Lactococcus raffinolactis	1366	S	7	0	7	0.00000
Lactococcus lactis	1358	S	5	8	13	0.00001
Lactococcus garvieae	1363	S	5	0	5	0.00000
Lactococcus sp.	44273	S	3	22	25	0.00002
Lactococcus sp. NH2-7C	2879149	S	1	0	1	0.00000
Lactococcus petauri	1940789	S	3	3	6	0.00000
Lactococcus cremoris	1359	S	2	1	3	0.00000
Ligilactobacillus murinus	1622	S	5	0	5	0.00000
Ligilactobacillus agilis	1601	S	3	0	3	0.00000
Ligilactobacillus salivarius	1624	S	3	0	3	0.00000
Ligilactobacillus animalis	1605	S	1	0	1	0.00000
Ligilactobacillus ruminis	1623	S	1	0	1	0.00000
Lactobacillus acidophilus	1579	S	6	2	8	0.00001
Lactobacillus sp. ESL0785	2983232	S	1	0	1	0.00000
Lactobacillus johnsonii	33959	S	1	0	1	0.00000
Lactobacillus crispatus	47770	S	1	0	1	0.00000
Lactobacillus jensenii	109790	S	1	0	1	0.00000
Pediococcus acidilactici	1254	S	6	0	6	0.00000
Pediococcus claussenii	187452	S	1	0	1	0.00000
Lactiplantibacillus plantarum	1590	S	5	1	6	0.00000
Lactiplantibacillus carotarum	2993456	S	1	0	1	0.00000
Limosilactobacillus fermentum	1613	S	4	0	4	0.00000
Limosilactobacillus reuteri	1598	S	3	7	10	0.00001
Apilactobacillus kunkeei	148814	S	4	0	4	0.00000
Latilactobacillus curvatus	28038	S	4	0	4	0.00000
Lacticaseibacillus paracasei	1597	S	1	0	1	0.00000
Lacticaseibacillus zeae	57037	S	1	0	1	0.00000
Lacticaseibacillus pantheris	171523	S	1	0	1	0.00000
Leuconostoc sp. MTCC 10508	2698683	S	1	0	1	0.00000
Leuconostoc falkenbergense	2766470	S	1	0	1	0.00000
Acetilactobacillus jinshanensis	1720083	S	2	0	2	0.00000
Weissella cibaria	137591	S	1	0	1	0.00000
Weissella koreensis	165096	S	1	0	1	0.00000
Levilactobacillus brevis	1580	S	2	0	2	0.00000
Bombilactobacillus folatiphilus	2923362	S	1	0	1	0.00000
Companilactobacillus zhachilii	2304606	S	1	0	1	0.00000
Periweissella cryptocerci	2506420	S	1	0	1	0.00000
Oenococcus oeni	1247	S	1	0	1	0.00000
Aerococcus urinaeequi	51665	S	5	3	8	0.00001
Aerococcus urinae	1376	S	1	1	2	0.00000
Fundicoccus culcitae	2969821	S	7	0	7	0.00000
Ruoffia tabacinasalis	87458	S	3	0	3	0.00000
Ignavigranum ruoffiae	89093	S	1	0	1	0.00000
Carnobacterium maltaromaticum	2751	S	8	1	9	0.00001
Carnobacterium sp. CS13	2800128	S	1	0	1	0.00000
Jeotgalibaca ciconiae	2496265	S	2	0	2	0.00000
Jeotgalibaca dankookensis	708126	S	1	0	1	0.00000
Desemzia incerta	82801	S	1	0	1	0.00000
Trichococcus flocculiformis	82803	S	1	0	1	0.00000
Granulicatella adiacens	46124	S	1	0	1	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	4	0	4	0.00000
Clostridium sp. MD294	97138	S	1	0	1	0.00000
Clostridium sp. LQ25	2992805	S	1	0	1	0.00000
Clostridium sp. 'deep sea'	2779445	S	1	0	1	0.00000
Clostridium perfringens	1502	S	3	0	3	0.00000
Clostridium botulinum	1491	S	2	4	6	0.00000
Clostridium fermenticellae	2068654	S	2	0	2	0.00000
Clostridium thermosuccinogenes	84032	S	2	0	2	0.00000
Clostridium cellulovorans	1493	S	1	0	1	0.00000
Clostridium saccharobutylicum	169679	S	1	0	1	0.00000
Clostridium felsineum	36839	S	1	0	1	0.00000
Clostridium cochlearium	1494	S	1	0	1	0.00000
Clostridium kluyveri	1534	S	1	0	1	0.00000
Clostridium baratii	1561	S	1	0	1	0.00000
Clostridium estertheticum	238834	S	1	0	1	0.00000
Acetivibrio thermocellus	1515	S	2	1	3	0.00000
Caproicibacterium sp. BJN0003	2994078	S	3	1	4	0.00000
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	1	0	1	0.00000
Ruminococcus bovis	2564099	S	1	0	1	0.00000
Fastidiosipila sanguinis	236753	S	1	0	1	0.00000
Anaerotruncus colihominis	169435	S	1	0	1	0.00000
Flavonifractor plautii	292800	S	1	0	1	0.00000
Eubacterium callanderi	53442	S	3	0	3	0.00000
Acetobacterium woodii	33952	S	2	1	3	0.00000
Thermaerobacter marianensis	73919	S	1	0	1	0.00000
Desulfitobacterium hafniense	49338	S	1	0	1	0.00000
Clostridioides difficile	1496	S	7	11	18	0.00001
Romboutsia sp. CE17	2724150	S	1	0	1	0.00000
Intestinibacter bartlettii	261299	S	1	0	1	0.00000
Paraclostridium sordellii	1505	S	1	0	1	0.00000
Emergencia sp. JLR.KK010	3114296	S	2	0	2	0.00000
Mogibacterium pumilum	86332	S	1	0	1	0.00000
Serpentinicella alkaliphila	1734049	S	2	0	2	0.00000
Alkaliphilus sp. B6464	2731219	S	1	0	1	0.00000
Acetoanaerobium sticklandii	1511	S	1	0	1	0.00000
Lachnoclostridium phytofermentans	66219	S	2	0	2	0.00000
[Clostridium] scindens	29347	S	1	0	1	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	2	0	2	0.00000
Anaeromicropila herbilytica	2785025	S	2	0	2	0.00000
Roseburia hominis	301301	S	1	0	1	0.00000
Coprococcus catus	116085	S	1	0	1	0.00000
Blautia hydrogenotrophica	53443	S	1	0	1	0.00000
Hungatella hathewayi	154046	S	1	0	1	0.00000
Vallitalea guaymasensis	1185412	S	1	0	1	0.00000
Halobacteroides halobius	42422	S	2	0	2	0.00000
Acetohalobium arabaticum	28187	S	1	0	1	0.00000
Peptoniphilus genitalis	3036303	S	2	1	3	0.00000
Anaerococcus vaginalis	33037	S	1	2	3	0.00000
Parvimonas micra	33033	S	2	0	2	0.00000
Miniphocaeibacter halophilus	2931922	S	1	0	1	0.00000
Gottschalkia acidurici	1556	S	1	0	1	0.00000
Caloranaerobacter azorensis	116090	S	1	0	1	0.00000
Acidilutibacter cellobiosedens	2507161	S	1	0	1	0.00000
Erysipelothrix rhusiopathiae	1648	S	2	0	2	0.00000
Erysipelothrix piscisicarius	2485784	S	2	0	2	0.00000
Longicatena caecimuris	1796635	S	2	0	2	0.00000
Thomasclavelia ramosa	1547	S	1	0	1	0.00000
Turicibacter sp. H121	1712675	S	1	0	1	0.00000
uncultured Sporomusa sp.	307249	S	1	0	1	0.00000
uncultured Anaeromusa sp.	673273	S	1	0	1	0.00000
Phascolarctobacterium succinatutens	626940	S	1	3	4	0.00000
Dialister pneumosintes	39950	S	1	0	1	0.00000
endosymbiont 'TC1' of Trimyema compressum	243899	S	1	0	1	0.00000
Streptomyces sp. ICC1	2099583	S	20	1	21	0.00001
Streptomyces sp. ICC4	2099584	S	1	0	1	0.00000
Streptomyces sp. R11	3238625	S	1	0	1	0.00000
Streptomyces armeniacus	83291	S	7	0	7	0.00000
Streptomyces vinaceusdrappus	67376	S	5	0	5	0.00000
Streptomyces nitrosporeus	28894	S	1	0	1	0.00000
Streptomyces melanogenes	67326	S	1	0	1	0.00000
Mycobacterium sp. DL440	2675523	S	2	0	2	0.00000
Mycobacterium intracellulare	1767	S	2	0	2	0.00000
Mycobacterium dioxanotrophicus	482462	S	1	0	1	0.00000
Mycolicibacterium austroafricanum	39687	S	2	0	2	0.00000
Corynebacterium ulcerans	65058	S	1	0	1	0.00000
Corynebacterium kalinowskii	2675216	S	1	0	1	0.00000
Corynebacterium genitalium	38288	S	1	0	1	0.00000
Corynebacterium glutamicum	1718	S	1	6	7	0.00000
Prescottella equi	43767	S	4	0	4	0.00000
Gordonia polyisoprenivorans	84595	S	2	0	2	0.00000
Homoserinibacter sp. YIM 151385	2985506	S	3	0	3	0.00000
Microbacterium terrisoli	3242192	S	1	0	1	0.00000
Pseudactinotalea sp. HY158	2654547	S	3	0	3	0.00000
Rothia mucilaginosa	43675	S	2	0	2	0.00000
Arthrobacter sp. ATA002	2991715	S	1	0	1	0.00000
Sanguibacter sp. HDW7	2714931	S	1	0	1	0.00000
Cutibacterium acnes	1747	S	5	0	5	0.00000
Trueperella pyogenes	1661	S	1	2	3	0.00000
Amycolatopsis sp. NBC_01480	2903562	S	1	2	3	0.00000
Bifidobacterium longum	216816	S	1	1	2	0.00000
Natronoglycomyces albus	2811108	S	2	0	2	0.00000
Plantactinospora sp. BB1	2071627	S	1	0	1	0.00000
Ilumatobacter coccineus	467094	S	1	0	1	0.00000
Mycoplasma capricolum	2095	S	2	0	2	0.00000
Mycoplasma feriruminatoris	1179777	S	1	0	1	0.00000
Mycoplasma seminis	512749	S	2	2	4	0.00000
Candidatus Mycoplasma mahonii	3004105	S	1	0	1	0.00000
Mycoplasma sp. SG1	2810348	S	1	0	1	0.00000
Spiroplasma platyhelix	301585	S	1	2	3	0.00000
Haploplasma axanthum	29552	S	1	0	1	0.00000
Mycoplasmopsis bovirhinis	29553	S	3	1	4	0.00000
Mycoplasmopsis californica	2113	S	2	0	2	0.00000
Mycoplasmopsis synoviae	2109	S	1	0	1	0.00000
[Mycoplasma] mobile	2118	S	1	0	1	0.00000
Mesomycoplasma neurolyticum	2120	S	1	0	1	0.00000
Mesomycoplasma ovipneumoniae	29562	S	1	0	1	0.00000
Metamycoplasma subdolum	92407	S	1	0	1	0.00000
Ureaplasma parvum	134821	S	1	0	1	0.00000
Candidatus Xianfuyuplasma coldseepsis	2782163	S	2	0	2	0.00000
Hujiaoplasma nucleasis	2725268	S	1	0	1	0.00000
Nostoc sp. PCC 7524	28072	S	1	0	1	0.00000
Okeanomitos corallinicola	3231550	S	2	0	2	0.00000
Calothrix sp. PCC 7507	99598	S	2	0	2	0.00000
Halothece sp. PCC 7418	65093	S	3	2	5	0.00000
[Phormidium] sp. ETS-05	222819	S	2	0	2	0.00000
Leptolyngbya boryana	1184	S	2	0	2	0.00000
Synechocystis sp. PCC 6714	1147	S	1	0	1	0.00000
Nodosilinea sp. E11	3037479	S	1	0	1	0.00000
Candidatus Chlorohelix allophototropha	3003348	S	2	0	2	0.00000
Brevefilum fermentans	1986204	S	1	0	1	0.00000
Candidatus Promineifilum breve	1806508	S	1	0	1	0.00000
Capsulimonas corticalis	2219043	S	1	0	1	0.00000
Fimbriimonas ginsengisoli	1005039	S	1	0	1	0.00000
Escherichia coli	562	S	13	3	16	0.00001
Klebsiella pneumoniae	573	S	8	5	13	0.00001
Klebsiella variicola	244366	S	1	0	1	0.00000
Salmonella enterica	28901	S	6	15	21	0.00001
Enterobacter hormaechei	158836	S	1	1	2	0.00000
Enterobacter ludwigii	299767	S	1	0	1	0.00000
Citrobacter portucalensis	1639133	S	2	0	2	0.00000
Pseudocitrobacter corydidari	2891570	S	2	0	2	0.00000
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	1	0	1	0.00000
Shigella flexneri	623	S	1	0	1	0.00000
Arsenophonus nasoniae	638	S	4	0	4	0.00000
Arsenophonus endosymbiont of Aphis craccivora	1231049	S	1	0	1	0.00000
Arsenophonus endosymbiont of Crataerina pallida	3066235	S	1	0	1	0.00000
Morganella morganii	582	S	2	0	2	0.00000
Providencia heimbachae	333962	S	1	0	1	0.00000
Xenorhabdus bovienii	40576	S	1	0	1	0.00000
Erwinia pyrifoliae	79967	S	1	0	1	0.00000
Buchnera aphidicola	9	S	1	0	1	0.00000
Pseudoalteromonas sp. 3J6	649161	S	4	0	4	0.00000
Pseudoalteromonas sp. SCSIO 43201	2822842	S	1	0	1	0.00000
Pseudoalteromonas phenolica	161398	S	1	0	1	0.00000
Pseudoalteromonas spongiae	298657	S	1	0	1	0.00000
Shewanella goraebulensis	3050637	S	1	0	1	0.00000
Shewanella baltica	62322	S	1	1	2	0.00000
Litorilituus sediminis	718192	S	1	0	1	0.00000
Vibrio vulnificus	672	S	1	0	1	0.00000
Vibrio cholerae	666	S	1	2	3	0.00000
Vibrio sp. B1FLJ16	2751178	S	1	0	1	0.00000
Vibrio plantisponsor	664643	S	1	0	1	0.00000
Vibrio pomeroyi	198832	S	1	0	1	0.00000
Vibrio harveyi	669	S	1	0	1	0.00000
Acinetobacter baumannii	470	S	6	0	6	0.00000
Acinetobacter pittii	48296	S	1	0	1	0.00000
Xanthomonas oryzae	347	S	1	0	1	0.00000
Xanthomonas albilineans	29447	S	1	0	1	0.00000
Xylella fastidiosa	2371	S	2	0	2	0.00000
Stenotrophomonas pavanii	487698	S	1	0	1	0.00000
Dyella sp. BiH032	3075430	S	1	0	1	0.00000
Haemophilus parainfluenzae	729	S	2	0	2	0.00000
Actinobacillus pleuropneumoniae	715	S	1	0	1	0.00000
Actinobacillus genomosp. 1	254839	S	1	0	1	0.00000
Pasteurella multocida	747	S	1	0	1	0.00000
Bisgaardia hudsonensis	109472	S	1	0	1	0.00000
Pseudomonas aeruginosa	287	S	3	0	3	0.00000
Pseudomonas sp. S34	1573718	S	1	0	1	0.00000
