name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacillus sp. COPE52	2233998	S	1	0	1	0.00000
Bacillus sp. 7D3	2851015	S	1	0	1	0.00000
Bacillus sp. CRB-7	2874284	S	1	0	1	0.00000
Bacillus sp. Y1	352858	S	1	0	1	0.00000
Bacillus altitudinis	293387	S	2	0	2	0.00000
Bacillus badius	1455	S	1	0	1	0.00000
Bacillus carboniphilus	86663	S	1	0	1	0.00000
Bacillus aquiflavi	2672567	S	1	0	1	0.00000
Bacillus safensis	561879	S	1	0	1	0.00000
Heyndrickxia coagulans	1398	S	8	0	8	0.00001
Heyndrickxia oleronia	38875	S	2	0	2	0.00000
Heyndrickxia vini	1476025	S	1	0	1	0.00000
Priestia megaterium	1404	S	4	0	4	0.00000
Priestia flexa	86664	S	3	0	3	0.00000
Priestia endophytica	135735	S	1	0	1	0.00000
Neobacillus sp. PS3-40	3070679	S	2	0	2	0.00000
Neobacillus sp. 114	3048535	S	1	0	1	0.00000
Neobacillus sp. PS3-34	3070678	S	1	0	1	0.00000
Neobacillus mesonae	1193713	S	1	0	1	0.00000
Mesobacillus subterraneus	285983	S	3	0	3	0.00000
Mesobacillus foraminis	279826	S	2	0	2	0.00000
Niallia taxi	2499688	S	4	1	5	0.00000
Lysinibacillus timonensis	2086577	S	3	0	3	0.00000
Lysinibacillus sphaericus	1421	S	1	0	1	0.00000
Lysinibacillus fusiformis	28031	S	1	0	1	0.00000
Virgibacillus sp. MSP4-1	2700081	S	2	0	2	0.00000
Virgibacillus sp. NKC19-16	2831673	S	1	0	1	0.00000
Virgibacillus natechei	1216297	S	1	0	1	0.00000
Peribacillus asahii	228899	S	2	0	2	0.00000
Peribacillus psychrosaccharolyticus	1407	S	1	0	1	0.00000
Peribacillus frigoritolerans	450367	S	1	0	1	0.00000
Salicibibacter halophilus	2502791	S	1	0	1	0.00000
Salicibibacter cibarius	2743000	S	1	0	1	0.00000
Psychrobacillus glaciei	2283160	S	3	0	3	0.00000
Radiobacillus deserti	2594883	S	2	0	2	0.00000
Cytobacillus kochii	859143	S	1	0	1	0.00000
Cytobacillus gottheilii	859144	S	1	0	1	0.00000
Rossellomorea marisflavi	189381	S	2	0	2	0.00000
Paraliobacillus zengyii	2213194	S	2	0	2	0.00000
Mangrovibacillus cuniculi	2593652	S	1	0	1	0.00000
Alkalihalophilus pseudofirmus	79885	S	1	0	1	0.00000
Halobacillus amylolyticus	2932259	S	1	0	1	0.00000
Lederbergia lenta	1467	S	1	0	1	0.00000
Sutcliffiella horikoshii	79883	S	1	0	1	0.00000
Gracilibacillus caseinilyticus	2932256	S	1	0	1	0.00000
Geobacillus thermoleovorans	33941	S	1	0	1	0.00000
Domibacillus sp. DTU_2020_1001157_1_SI_ALB_TIR_016	3077789	S	1	0	1	0.00000
Lentibacillus amyloliquefaciens	1472767	S	1	0	1	0.00000
Pradoshia sp. D12	2651284	S	1	0	1	0.00000
Parageobacillus thermoglucosidasius	1426	S	1	0	1	0.00000
Paenibacillus sp. FSL R5-0701	2921654	S	1	0	1	0.00000
Paenibacillus sp. FSL L8-0333	2975331	S	1	1	2	0.00000
Paenibacillus sp. FSL H3-0457	2921430	S	1	0	1	0.00000
Paenibacillus sp. JZ16	1906272	S	1	0	1	0.00000
Paenibacillus sp. BIHB 4019	1870819	S	1	0	1	0.00000
Paenibacillus sp. FSL R7-0163	2954530	S	1	1	2	0.00000
Paenibacillus sp. FSL E2-0202	2954505	S	1	0	1	0.00000
Paenibacillus sp. FSL K6-1096	2921460	S	1	0	1	0.00000
Paenibacillus polymyxa	1406	S	6	1	7	0.00001
Paenibacillus physcomitrellae	1619311	S	4	0	4	0.00000
Paenibacillus mucilaginosus	61624	S	1	0	1	0.00000
Paenibacillus thiaminolyticus	49283	S	1	0	1	0.00000
Brevibacillus agri	51101	S	2	0	2	0.00000
Brevibacillus brevis	1393	S	1	0	1	0.00000
Brevibacillus laterosporus	1465	S	1	0	1	0.00000
Sporosarcina sp. Marseille-Q4943	2942204	S	9	1	10	0.00001
Sporosarcina sp. Te-1	2818390	S	1	0	1	0.00000
Sporosarcina sp. FSL K6-2383	2921556	S	1	0	1	0.00000
Sporosarcina thermotolerans	633404	S	2	0	2	0.00000
Sporosarcina pasteurii	1474	S	1	0	1	0.00000
Planococcus sp. MB-3u-03	2058136	S	2	0	2	0.00000
Planococcus sp. 107-1	2908840	S	1	0	1	0.00000
Planococcus lenghuensis	2213202	S	2	0	2	0.00000
Planococcus halocryophilus	1215089	S	1	0	1	0.00000
Solibacillus silvestris	76853	S	4	0	4	0.00000
Ureibacillus thermophilus	367743	S	1	0	1	0.00000
Chryseomicrobium sp. FSL W7-1435	2921704	S	1	0	1	0.00000
Listeria monocytogenes	1639	S	11	0	11	0.00001
Listeria ivanovii	1638	S	1	0	1	0.00000
Listeria innocua	1642	S	1	0	1	0.00000
Brochothrix thermosphacta	2756	S	1	0	1	0.00000
Exiguobacterium acetylicum	41170	S	1	2	3	0.00000
Exiguobacterium sp. N4-1P	2051906	S	1	0	1	0.00000
Hydrogenibacillus sp. N12	2866627	S	1	0	1	0.00000
Gemella haemolysans	1379	S	2	0	2	0.00000
Gemella sanguinis	84135	S	2	0	2	0.00000
Gemella sp. zg-570	2840371	S	1	0	1	0.00000
Sporolactobacillus terrae	269673	S	1	0	1	0.00000
Sporolactobacillus sp. Y61	3160863	S	1	0	1	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	1	0	1	0.00000
Alicyclobacillus acidoterrestris	1450	S	1	0	1	0.00000
Alicyclobacillus acidocaldarius	405212	S	1	0	1	0.00000
Kroppenstedtia eburnea	714067	S	1	0	1	0.00000
Abyssicoccus albus	1817405	S	1	0	1	0.00000
Lactobacillus johnsonii	33959	S	45	1	46	0.00004
Lactobacillus delbrueckii	1584	S	1	0	1	0.00000
Lactobacillus sp. IBH004	2879107	S	1	0	1	0.00000
Lactobacillus crispatus	47770	S	1	0	1	0.00000
Lactobacillus jensenii	109790	S	1	0	1	0.00000
Lactobacillus ultunensis	227945	S	1	1	2	0.00000
Lacticaseibacillus paracasei	1597	S	4	2	6	0.00000
Lacticaseibacillus zeae	57037	S	2	0	2	0.00000
Ligilactobacillus agilis	1601	S	2	0	2	0.00000
Ligilactobacillus ruminis	1623	S	1	0	1	0.00000
Ligilactobacillus salivarius	1624	S	1	0	1	0.00000
Ligilactobacillus saerimneri	228229	S	1	0	1	0.00000
Lactiplantibacillus plantarum	1590	S	3	0	3	0.00000
Lactiplantibacillus pentosus	1589	S	1	0	1	0.00000
Levilactobacillus brevis	1580	S	2	3	5	0.00000
Levilactobacillus zymae	267363	S	1	0	1	0.00000
Limosilactobacillus fermentum	1613	S	1	0	1	0.00000
Limosilactobacillus mucosae	97478	S	1	0	1	0.00000
Acetilactobacillus jinshanensis	1720083	S	3	0	3	0.00000
Pediococcus parvulus	54062	S	1	0	1	0.00000
Pediococcus acidilactici	1254	S	1	0	1	0.00000
Latilactobacillus sakei	1599	S	1	1	2	0.00000
Fructilactobacillus sanfranciscensis	1625	S	1	1	2	0.00000
Apilactobacillus bombintestini	2419772	S	2	0	2	0.00000
Leuconostoc mesenteroides	1245	S	1	0	1	0.00000
Leuconostoc sp. MTCC 10508	2698683	S	1	0	1	0.00000
Companilactobacillus paralimentarius	83526	S	1	0	1	0.00000
Weissella jogaejeotgali	1631871	S	1	0	1	0.00000
Enterococcus faecium	1352	S	24	22	46	0.00004
Enterococcus faecalis	1351	S	16	1	17	0.00001
Enterococcus avium	33945	S	2	0	2	0.00000
Enterococcus cecorum	44008	S	1	0	1	0.00000
Vagococcus intermedius	2991418	S	1	8	9	0.00001
Tetragenococcus halophilus	51669	S	1	0	1	0.00000
Tetragenococcus osmophilus	526944	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Streptococcus infantis	68892	S	9	0	9	0.00001
Streptococcus thermophilus	1308	S	5	8	13	0.00001
Streptococcus pyogenes	1314	S	3	0	3	0.00000
Streptococcus parasuis	1501662	S	2	0	2	0.00000
Streptococcus dysgalactiae	1334	S	2	0	2	0.00000
Streptococcus pneumoniae	1313	S	2	21	23	0.00002
Streptococcus parauberis	1348	S	1	0	1	0.00000
Streptococcus suis	1307	S	1	0	1	0.00000
Streptococcus sp. ZY1909104	3233335	S	1	0	1	0.00000
Streptococcus agalactiae	1311	S	1	0	1	0.00000
Streptococcus constellatus	76860	S	1	0	1	0.00000
Streptococcus porcinus	1340	S	1	0	1	0.00000
Lactococcus lactis	1358	S	1	0	1	0.00000
Lactococcus raffinolactis	1366	S	1	0	1	0.00000
Lactococcus formosensis	1281486	S	1	0	1	0.00000
Aerococcus urinaeequi	51665	S	2	2	4	0.00000
Aerococcus christensenii	87541	S	1	0	1	0.00000
Ruoffia tabacinasalis	87458	S	2	0	2	0.00000
Suicoccus acidiformans	2036206	S	1	0	1	0.00000
Fundicoccus culcitae	2969821	S	1	0	1	0.00000
Granulicatella adiacens	46124	S	1	0	1	0.00000
Granulicatella elegans	137732	S	1	0	1	0.00000
Dolosigranulum pigrum	29394	S	1	0	1	0.00000
uncultured Trichococcus sp.	189665	S	1	0	1	0.00000
Clostridium perfringens	1502	S	4	0	4	0.00000
Clostridium sp. DL-VIII	641107	S	1	0	1	0.00000
Clostridium sp. OS1-26	3070681	S	1	0	1	0.00000
Clostridium tetani	1513	S	2	0	2	0.00000
Clostridium botulinum	1491	S	1	3	4	0.00000
Clostridium bornimense	1216932	S	1	0	1	0.00000
Clostridium tagluense	360422	S	1	0	1	0.00000
Clostridium isatidis	182773	S	1	0	1	0.00000
Clostridium intestinale	36845	S	1	0	1	0.00000
Clostridium beijerinckii	1520	S	1	0	1	0.00000
Clostridium acetobutylicum	1488	S	1	0	1	0.00000
Clostridium sporogenes	1509	S	1	0	1	0.00000
Clostridium cochlearium	1494	S	1	0	1	0.00000
Caloramator sp. mosi_1	3023090	S	1	0	1	0.00000
Caloramator sp. Dgby_cultured_2	3029174	S	1	0	1	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	1	0	1	0.00000
Ruminococcus bovis	2564099	S	1	0	1	0.00000
Acetivibrio thermocellus	1515	S	1	0	1	0.00000
Pusillibacter faecalis	2714358	S	1	0	1	0.00000
Mageeibacillus indolicus	884684	S	1	0	1	0.00000
Thermaerobacter marianensis	73919	S	1	0	1	0.00000
Sinanaerobacter sp. ZZT-01	3111540	S	1	0	1	0.00000
Clostridioides difficile	1496	S	8	4	12	0.00001
Romboutsia sp. CE17	2724150	S	1	0	1	0.00000
Terrisporobacter glycolicus	36841	S	1	0	1	0.00000
Intestinibacter bartlettii	261299	S	1	0	1	0.00000
Peptacetobacter hiranonis	89152	S	1	0	1	0.00000
Caminicella sporogenes	166485	S	1	0	1	0.00000
Lachnoclostridium phytofermentans	66219	S	2	0	2	0.00000
Sellimonas intestinalis	1653434	S	1	0	1	0.00000
Blautia hansenii	1322	S	1	0	1	0.00000
Petrocella atlantisensis	2173034	S	1	0	1	0.00000
Anoxybacter fermentans	1323375	S	1	0	1	0.00000
Thermoanaerobacter kivui	2325	S	1	0	1	0.00000
Natranaerofaba carboxydovora	2742683	S	1	0	1	0.00000
Moorella humiferrea	676965	S	1	0	1	0.00000
Catenibacterium sp. co_0103	2478954	S	3	0	3	0.00000
Turicibacter sp. H121	1712675	S	1	1	2	0.00000
Turicibacter bilis	2735723	S	1	0	1	0.00000
Intestinibaculum porci	2487118	S	1	0	1	0.00000
Helcococcus ovis	72026	S	1	0	1	0.00000
Peptoniphilus harei	54005	S	1	0	1	0.00000
Murdochiella vaginalis	1852373	S	1	0	1	0.00000
Tissierella sp. MB52-C2	3070999	S	2	0	2	0.00000
Caloranaerobacter azorensis	116090	S	1	0	1	0.00000
Sporomusa aerivorans	204936	S	1	0	1	0.00000
Megamonas funiformis	437897	S	1	0	1	0.00000
Veillonella atypica	39777	S	1	0	1	0.00000
Limnochorda pilosa	1555112	S	1	0	1	0.00000
Candidatus Contubernalis alkalaceticus	338645	S	1	0	1	0.00000
Streptomyces sp. ICC1	2099583	S	7	2	9	0.00001
Streptomyces sp. ICC4	2099584	S	4	1	5	0.00000
Streptomyces vinaceusdrappus	67376	S	3	0	3	0.00000
Streptomyces anulatus	1892	S	1	0	1	0.00000
Streptomyces armeniacus	83291	S	1	0	1	0.00000
Mycobacterium tuberculosis	1773	S	3	1	4	0.00000
Mycobacterium sp. DL440	2675523	S	2	0	2	0.00000
Mycolicibacterium neoaurum	1795	S	1	0	1	0.00000
Mycolicibacterium austroafricanum	39687	S	1	0	1	0.00000
Prescottella equi	43767	S	3	0	3	0.00000
Rhodococcus sp. Z13	2962047	S	1	0	1	0.00000
Rhodococcus aetherivorans	191292	S	1	0	1	0.00000
Corynebacterium matruchotii	43768	S	1	0	1	0.00000
Actinomyces naeslundii	1655	S	1	0	1	0.00000
Rothia mucilaginosa	43675	S	2	0	2	0.00000
Solwaraspora sp. WMMD791	3016086	S	1	0	1	0.00000
Plantactinospora sp. BB1	2071627	S	1	0	1	0.00000
Bifidobacterium longum	216816	S	1	0	1	0.00000
Arabiibacter massiliensis	1870985	S	2	0	2	0.00000
Eggerthella lenta	84112	S	1	0	1	0.00000
Coriobacterium glomerans	33871	S	1	0	1	0.00000
Rubrobacter xylanophilus	49319	S	1	0	1	0.00000
Thermoleophilum album	29539	S	1	0	1	0.00000
Spiroplasma endosymbiont of Ammophila pubescens	3066315	S	1	0	1	0.00000
Spiroplasma eriocheiris	315358	S	1	0	1	0.00000
Spiroplasma ixodetis	2141	S	1	0	1	0.00000
Spiroplasma citri	2133	S	1	0	1	0.00000
Mycoplasma capricolum	2095	S	1	0	1	0.00000
Mycoplasma mycoides	2102	S	1	0	1	0.00000
Mycoplasma sp. (ex Biomphalaria glabrata)	1749074	S	1	0	1	0.00000
Candidatus Phytoplasma luffae	35773	S	1	1	2	0.00000
Acholeplasma hippikon	264636	S	1	0	1	0.00000
Mycoplasmopsis bovirhinis	29553	S	3	1	4	0.00000
Mycoplasmopsis synoviae	2109	S	1	0	1	0.00000
Mycoplasmopsis californica	2113	S	1	0	1	0.00000
Mycoplasmopsis bovis	28903	S	1	0	1	0.00000
Cyanobacterium sp. Dongsha4	2878255	S	1	0	1	0.00000
Geminocystis sp. NIES-3708	1615909	S	1	0	1	0.00000
Picosynechococcus sp. PCC 7003	374981	S	1	0	1	0.00000
Gloeocapsopsis dulcis	2859516	S	1	0	1	0.00000
Halothece sp. PCC 7418	65093	S	1	0	1	0.00000
Calothrix sp. PCC 7507	99598	S	1	0	1	0.00000
Calothrix sp. PCC 6303	1170562	S	1	0	1	0.00000
Okeanomitos corallinicola	3231550	S	1	0	1	0.00000
Pseudanabaena mucicola	71190	S	1	0	1	0.00000
Thermoflexus hugenholtzii	1495650	S	1	0	1	0.00000
Phototrophicus methaneseepsis	2710758	S	1	0	1	0.00000
Allomeiothermus silvanus	52022	S	1	0	1	0.00000
Fimbriimonas ginsengisoli	1005039	S	1	0	1	0.00000
Escherichia coli	562	S	10	1	11	0.00001
Salmonella enterica	28901	S	6	12	18	0.00001
Salmonella sp. SJTUF14178	2745895	S	1	14	15	0.00001
Enterobacter cloacae	550	S	3	0	3	0.00000
Enterobacter asburiae	61645	S	1	0	1	0.00000
Enterobacter hormaechei	158836	S	1	0	1	0.00000
Enterobacter sp. CP102	2976431	S	1	0	1	0.00000
Klebsiella pneumoniae	573	S	3	0	3	0.00000
Klebsiella michiganensis	1134687	S	1	0	1	0.00000
Candidatus Blochmannia sp. SNP	3118169	S	1	1	2	0.00000
Shigella flexneri	623	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Donacia bicoloricornis	2675772	S	1	0	1	0.00000
Providencia rettgeri	587	S	1	0	1	0.00000
Providencia stuartii	588	S	1	0	1	0.00000
Arsenophonus nasoniae	638	S	1	0	1	0.00000
Arsenophonus apicola	2879119	S	1	0	1	0.00000
Morganella morganii	582	S	1	0	1	0.00000
Serratia plymuthica	82996	S	1	1	2	0.00000
Yersinia pestis	632	S	1	2	3	0.00000
Dickeya chrysanthemi	556	S	1	0	1	0.00000
Aeromonas sp. Ne-1	1675689	S	12	1	13	0.00001
Aeromonas salmonicida	645	S	1	0	1	0.00000
Aeromonas simiae	218936	S	1	0	1	0.00000
Tolumonas auensis	43948	S	1	0	1	0.00000
Pseudoalteromonas sp. 3J6	649161	S	9	0	9	0.00001
Pseudoalteromonas sp. SCSIO 43201	2822842	S	1	0	1	0.00000
Pseudoalteromonas piscicida	43662	S	1	0	1	0.00000
Shewanella baltica	62322	S	2	0	2	0.00000
Alteromonas macleodii	28108	S	1	0	1	0.00000
Colwellia sp. Arc7-635	2497879	S	1	0	1	0.00000
Pseudomonas aeruginosa	287	S	4	0	4	0.00000
Pseudomonas tolaasii	29442	S	1	0	1	0.00000
Acinetobacter baumannii	470	S	3	0	3	0.00000
Acinetobacter haemolyticus	29430	S	1	0	1	0.00000
[Haemophilus] ducreyi	730	S	2	0	2	0.00000
Haemophilus pittmaniae	249188	S	1	0	1	0.00000
Actinobacillus equuli	718	S	1	0	1	0.00000
Marinomonas posidonica	936476	S	1	0	1	0.00000
Marinomonas algicola	2773454	S	1	0	1	0.00000
Halomonas sp. BM-2019	2811227	S	1	0	1	0.00000
Endozoicomonas montiporae	1027273	S	1	0	1	0.00000
Photobacterium damselae	38293	S	1	0	1	0.00000
Paraphotobacterium marinum	1755811	S	1	0	1	0.00000
Allofrancisella inopinata	1085647	S	1	0	1	0.00000
Thiosulfativibrio zosterae	2675053	S	1	0	1	0.00000
Legionella spiritensis	452	S	1	0	1	0.00000
Coxiella-like endosymbiont	1592897	S	1	0	1	0.00000
Lysobacter firmicutimachus	1792846	S	1	0	1	0.00000
Thiohalobacter sp. IOR34	3057176	S	1	0	1	0.00000
Gilliamella sp. B3022	2817969	S	1	0	1	0.00000
Ralstonia pickettii	329	S	33	5	38	0.00003
Ralstonia sp. CP	3231757	S	22	4	26	0.00002
Burkholderia contaminans	488447	S	2	0	2	0.00000
Burkholderia mallei	13373	S	1	0	1	0.00000
Polynucleobacter necessarius	576610	S	1	0	1	0.00000
Collimonas arenae	279058	S	1	0	1	0.00000
Rugamonas sp. DEMB1	3039386	S	1	0	1	0.00000
Bordetella parapertussis	519	S	1	0	1	0.00000
Neisseria gonorrhoeae	485	S	1	0	1	0.00000
Neisseria meningitidis	487	S	1	1	2	0.00000
Vitreoscilla massiliensis	1689272	S	1	0	1	0.00000
Simonsiella muelleri	72	S	1	0	1	0.00000
Laribacter hongkongensis	168471	S	2	0	2	0.00000
Candidatus Nasuia deltocephalinicola	1160784	S	1	0	1	0.00000
Thauera aminoaromatica	164330	S	1	0	1	0.00000
Brucella sp. 1315	2975050	S	7	6	13	0.00001
Bartonella krasnovii	2267275	S	3	0	3	0.00000
Tardiphaga alba	340268	S	1	0	1	0.00000
Mesorhizobium sp. 8	2584466	S	1	0	1	0.00000
Sinorhizobium fredii	380	S	1	0	1	0.00000
Candidatus Deianiraea vastatrix	2163644	S	3	0	3	0.00000
Wolbachia endosymbiont of Spodoptera picta	2769078	S	1	0	1	0.00000
Candidatus Fonsibacter ubiquis	1925548	S	1	0	1	0.00000
Sagittula stellata	52603	S	1	0	1	0.00000
Parvularcula sp. IMCC14364	3067902	S	1	0	1	0.00000
Candidatus Bealeia paramacronuclearis	1921001	S	1	0	1	0.00000
Polaribacter sp. L3A8	2686361	S	1	0	1	0.00000
Polaribacter sp. NJDZ03	2855841	S	1	0	1	0.00000
Polaribacter cellanae	2818493	S	1	0	1	0.00000
Myroides odoratus	256	S	1	0	1	0.00000
Myroides albus	2562892	S	1	0	1	0.00000
Flavobacterium johnsoniae	986	S	1	0	1	0.00000
Flavobacterium psychrophilum	96345	S	1	0	1	0.00000
Algibacter luteus	1178825	S	1	0	1	0.00000
Algibacter sp. L1A34	2686365	S	1	0	1	0.00000
Maribacter hydrothermalis	1836467	S	1	0	1	0.00000
Maribacter sp. MJ134	2496865	S	1	0	1	0.00000
Flagellimonas marinaquae	254955	S	1	0	1	0.00000
Mesoflavibacter sp. SCSIO 43206	2779362	S	1	0	1	0.00000
Winogradskyella forsetii	2686077	S	1	0	1	0.00000
Tenacibaculum tangerinum	3038772	S	1	0	1	0.00000
Costertonia aggregata	343403	S	1	0	1	0.00000
Gillisia sp. Hel1_33_143	1336796	S	1	0	1	0.00000
Chryseobacterium gleum	250	S	1	1	2	0.00000
Chryseobacterium sp. StRB126	878220	S	1	0	1	0.00000
Kaistella sp. 97-N-M2	2908645	S	1	0	1	0.00000
Elizabethkingia anophelis	1117645	S	2	0	2	0.00000
Blattabacterium cuenoti	1653831	S	2	0	2	0.00000
Sanyastnella coralliicola	3069118	S	1	0	1	0.00000
Bacteroides thetaiotaomicron	818	S	1	0	1	0.00000
uncultured Acetobacteroides sp.	1760811	S	1	0	1	0.00000
Porphyromonas somerae	322095	S	1	0	1	0.00000
Marinifilum fragile	570161	S	1	1	2	0.00000
uncultured Carboxylicivirga sp.	1628156	S	1	0	1	0.00000
Leadbetterella byssophila	316068	S	1	0	1	0.00000
Belliella baltica	232259	S	1	0	1	0.00000
Reichenbachiella carrageenanivorans	2979869	S	1	0	1	0.00000
Spirosoma pollinicola	2057025	S	1	0	1	0.00000
Fulvivirga lutea	2810512	S	1	0	1	0.00000
Pedobacter heparinus	984	S	1	0	1	0.00000
