name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacillus amyloliquefaciens	1390	S	15	20	35	0.00002
Bacillus siamensis	659243	S	13	0	13	0.00001
Bacillus subtilis	1423	S	26	61	87	0.00004
Bacillus vallismortis	72361	S	3	0	3	0.00000
Bacillus atrophaeus	1452	S	2	9	11	0.00000
Bacillus halotolerans	260554	S	2	0	2	0.00000
Bacillus licheniformis	1402	S	1	0	1	0.00000
Bacillus thuringiensis	1428	S	28	144	172	0.00008
Bacillus cereus	1396	S	25	26	51	0.00002
Bacillus anthracis	1392	S	20	19	39	0.00002
Bacillus pseudomycoides	64104	S	3	0	3	0.00000
Bacillus mycoides	1405	S	2	0	2	0.00000
Bacillus toyonensis	155322	S	2	0	2	0.00000
Bacillus paranthracis	2026186	S	2	0	2	0.00000
Bacillus wiedmannii	1890302	S	1	0	1	0.00000
Bacillus luti	2026191	S	1	0	1	0.00000
Bacillus cytotoxicus	580165	S	1	0	1	0.00000
Bacillus sp. OxB-1	98228	S	3	0	3	0.00000
Bacillus sp. Y1	352858	S	3	0	3	0.00000
Bacillus sp. 7D3	2851015	S	3	1	4	0.00000
Bacillus sp. JNUCC-22	2842457	S	2	0	2	0.00000
Bacillus sp. T3	467262	S	2	0	2	0.00000
Bacillus sp. SI2	3077323	S	2	0	2	0.00000
Bacillus sp. NSP9.1	1071078	S	2	0	2	0.00000
Bacillus sp. KH172YL63	2709784	S	1	0	1	0.00000
Bacillus sp. PS68	2954716	S	1	5	6	0.00000
Bacillus sp. ZHX3	2841656	S	1	4	5	0.00000
Bacillus sp. ZY-1-1	2093834	S	1	0	1	0.00000
Bacillus sp. LJBS17	2859227	S	1	0	1	0.00000
Bacillus sp. CRB-7	2874284	S	1	0	1	0.00000
Bacillus altitudinis	293387	S	6	0	6	0.00000
Bacillus safensis	561879	S	5	0	5	0.00000
Bacillus arachidis	2819290	S	2	0	2	0.00000
Bacillus carboniphilus	86663	S	2	0	2	0.00000
Bacillus pumilus	1408	S	1	0	1	0.00000
Bacillus shivajii	1983719	S	1	0	1	0.00000
Bacillus weihaiensis	1547283	S	1	0	1	0.00000
Bacillus gobiensis	1441095	S	1	0	1	0.00000
Bacillus methanolicus	1471	S	1	0	1	0.00000
Lysinibacillus sp. JNUCC-51	2792479	S	2	0	2	0.00000
Lysinibacillus sp. 2017	2169540	S	1	0	1	0.00000
Lysinibacillus sp. 1 U-2021	3039426	S	1	0	1	0.00000
Lysinibacillus sp. G01H	3026425	S	1	0	1	0.00000
Lysinibacillus sp. FSL W7-1291	2954544	S	1	0	1	0.00000
Lysinibacillus timonensis	2086577	S	5	0	5	0.00000
Lysinibacillus sphaericus	1421	S	4	1	5	0.00000
Lysinibacillus macroides	33935	S	2	0	2	0.00000
Lysinibacillus fusiformis	28031	S	1	0	1	0.00000
Lysinibacillus parviboronicapiens	436516	S	1	0	1	0.00000
Lysinibacillus pakistanensis	759811	S	1	0	1	0.00000
Lysinibacillus capsici	2115968	S	1	0	1	0.00000
Psychrobacillus glaciei	2283160	S	13	0	13	0.00001
Psychrobacillus sp. FSL H8-0483	2921389	S	2	0	2	0.00000
Psychrobacillus sp. INOP01	2829187	S	1	0	1	0.00000
Priestia megaterium	1404	S	10	0	10	0.00000
Priestia koreensis	284581	S	1	0	1	0.00000
Neobacillus sp. PS3-12	3070677	S	3	0	3	0.00000
Neobacillus sp. PS3-34	3070678	S	3	0	3	0.00000
Neobacillus sp. YX16	3047874	S	1	0	1	0.00000
Neobacillus sp. OS1-33	3070683	S	1	0	1	0.00000
Neobacillus drentensis	220684	S	1	0	1	0.00000
Neobacillus mesonae	1193713	S	1	0	1	0.00000
Heyndrickxia coagulans	1398	S	6	0	6	0.00000
Heyndrickxia vini	1476025	S	2	0	2	0.00000
Heyndrickxia oleronia	38875	S	1	0	1	0.00000
Peribacillus frigoritolerans	450367	S	3	0	3	0.00000
Peribacillus asahii	228899	S	2	0	2	0.00000
Peribacillus simplex	1478	S	1	0	1	0.00000
Peribacillus butanolivorans	421767	S	1	0	1	0.00000
Gracilibacillus salitolerans	2663022	S	1	5	6	0.00000
Oceanobacillus jeddahense	1462527	S	2	0	2	0.00000
Oceanobacillus sp. FSL K6-0127	2921420	S	1	1	2	0.00000
Oceanobacillus kimchii	746691	S	1	0	1	0.00000
Oceanobacillus zhaokaii	2052660	S	1	0	1	0.00000
Rossellomorea marisflavi	189381	S	4	0	4	0.00000
Rossellomorea sp. KS-H15a	2963940	S	2	0	2	0.00000
Fictibacillus arsenicus	255247	S	3	0	3	0.00000
Fictibacillus phosphorivorans	1221500	S	1	0	1	0.00000
Metabacillus sediminilitoris	2567941	S	2	0	2	0.00000
Metabacillus halosaccharovorans	930124	S	1	0	1	0.00000
Radiobacillus deserti	2594883	S	3	0	3	0.00000
Cytobacillus kochii	859143	S	2	0	2	0.00000
Niallia sp. Man26	2912824	S	1	1	2	0.00000
Shouchella clausii	79880	S	1	1	2	0.00000
Geobacillus thermoleovorans	33941	S	1	0	1	0.00000
Geobacillus sp. GHH01	1233873	S	1	0	1	0.00000
Domibacillus sp. DTU_2020_1001157_1_SI_ALB_TIR_016	3077789	S	2	0	2	0.00000
Halobacillus litoralis	45668	S	1	0	1	0.00000
Mesobacillus subterraneus	285983	S	1	0	1	0.00000
Pradoshia sp. D12	2651284	S	1	0	1	0.00000
Paraliobacillus zengyii	2213194	S	1	0	1	0.00000
Salisediminibacterium selenitireducens	85683	S	1	0	1	0.00000
Allobacillus halotolerans	570278	S	1	0	1	0.00000
Anoxybacillus amylolyticus	294699	S	1	0	1	0.00000
Salicibibacter cibarius	2743000	S	1	0	1	0.00000
Alkalihalophilus sp. As8PL	3237103	S	1	0	1	0.00000
Amphibacillus xylanus	1449	S	1	0	1	0.00000
Paenibacillus polymyxa	1406	S	6	1	7	0.00000
Paenibacillus sp. G2S3	3047872	S	2	0	2	0.00000
Paenibacillus sp. FSL K6-2441	2954679	S	1	0	1	0.00000
Paenibacillus sp. FSL R10-2734	2954691	S	1	0	1	0.00000
Paenibacillus sp. FSL R7-0163	2954530	S	1	1	2	0.00000
Paenibacillus sp. FSL K6-1096	2921460	S	1	0	1	0.00000
Paenibacillus physcomitrellae	1619311	S	5	0	5	0.00000
Paenibacillus algicola	2565926	S	2	0	2	0.00000
Paenibacillus pedocola	3242193	S	1	0	1	0.00000
Paenibacillus hexagrammi	2908839	S	1	0	1	0.00000
Paenibacillus ihbetae	1870820	S	1	0	1	0.00000
Paenibacillus tundrae	528187	S	1	0	1	0.00000
Paenibacillus antarcticus	253703	S	1	0	1	0.00000
Paenibacillus mucilaginosus	61624	S	1	0	1	0.00000
Brevibacillus sp. NSP2.1	3003229	S	3	0	3	0.00000
Brevibacillus sp. JNUCC-41	2778370	S	1	1	2	0.00000
Brevibacillus brevis	1393	S	2	0	2	0.00000
Brevibacillus agri	51101	S	1	0	1	0.00000
Brevibacillus composti	2796470	S	1	0	1	0.00000
Brevibacillus humidisoli	2895522	S	1	0	1	0.00000
Cohnella abietis	2507935	S	1	0	1	0.00000
Planococcus lenghuensis	2213202	S	6	0	6	0.00000
Planococcus sp. 107-1	2908840	S	3	0	3	0.00000
Planococcus sp. MB-3u-03	2058136	S	2	0	2	0.00000
Sporosarcina sp. Marseille-Q4063	2810514	S	2	0	2	0.00000
Sporosarcina sp. Marseille-Q4943	2942204	S	2	1	3	0.00000
Sporosarcina thermotolerans	633404	S	1	0	1	0.00000
Sporosarcina trichiuri	3056445	S	1	0	1	0.00000
Solibacillus silvestris	76853	S	7	3	10	0.00000
Ureibacillus sp. FSL K6-0786	2954607	S	2	0	2	0.00000
Paenisporosarcina cavernae	2320858	S	1	0	1	0.00000
Listeria monocytogenes	1639	S	17	8	25	0.00001
Listeria innocua	1642	S	2	0	2	0.00000
Listeria seeligeri	1640	S	1	0	1	0.00000
Alicyclobacillus acidocaldarius	405212	S	2	0	2	0.00000
Alicyclobacillus fastidiosus	392011	S	1	1	2	0.00000
Exiguobacterium sp. S3-2	1389960	S	1	4	5	0.00000
Hydrogenibacillus sp. N12	2866627	S	1	0	1	0.00000
Laceyella sacchari	37482	S	2	0	2	0.00000
Kroppenstedtia eburnea	714067	S	2	0	2	0.00000
Novibacillus thermophilus	1471761	S	1	0	1	0.00000
Gemella haemolysans	1379	S	3	1	4	0.00000
Abyssicoccus albus	1817405	S	4	0	4	0.00000
Sporolactobacillus terrae	269673	S	2	0	2	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	1	0	1	0.00000
Enterococcus faecalis	1351	S	283	79	362	0.00016
Enterococcus durans	53345	S	130	45	175	0.00008
Enterococcus faecium	1352	S	39	67	106	0.00005
Enterococcus sp. 12C11_DIV0727	1834167	S	1	0	1	0.00000
Enterococcus sp. FZMF	3050383	S	1	0	1	0.00000
Enterococcus sp. FDAARGOS_553	2420313	S	1	5	6	0.00000
Enterococcus lactis	357441	S	2	22	24	0.00001
Enterococcus casseliflavus	37734	S	1	0	1	0.00000
Enterococcus cecorum	44008	S	1	0	1	0.00000
Vagococcus lutrae	81947	S	2	0	2	0.00000
Vagococcus fluvialis	2738	S	1	1	2	0.00000
Vagococcus hydrophili	2714947	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Tetragenococcus koreensis	290335	S	1	0	1	0.00000
Streptococcus suis	1307	S	42	2	44	0.00002
Streptococcus thermophilus	1308	S	13	44	57	0.00002
Streptococcus infantis	68892	S	10	0	10	0.00000
Streptococcus pyogenes	1314	S	3	3	6	0.00000
Streptococcus sobrinus	1310	S	2	0	2	0.00000
Streptococcus iniae	1346	S	2	0	2	0.00000
Streptococcus dysgalactiae	1334	S	2	1	3	0.00000
Streptococcus sp. ZY1909104	3233335	S	1	0	1	0.00000
Streptococcus sp. SN-1	3074854	S	1	0	1	0.00000
Streptococcus pneumoniae	1313	S	1	0	1	0.00000
Streptococcus pluranimalium	82348	S	1	0	1	0.00000
Streptococcus didelphis	102886	S	1	0	1	0.00000
Streptococcus chenjunshii	2173853	S	1	0	1	0.00000
Streptococcus parauberis	1348	S	1	0	1	0.00000
Streptococcus agalactiae	1311	S	1	0	1	0.00000
Streptococcus macedonicus	59310	S	1	1	2	0.00000
Streptococcus parasuis	1501662	S	1	0	1	0.00000
Lactococcus lactis	1358	S	4	19	23	0.00001
Lactococcus raffinolactis	1366	S	1	0	1	0.00000
Lactococcus sp.	44273	S	1	46	47	0.00002
Lactobacillus acidophilus	1579	S	5	2	7	0.00000
Lactobacillus acetotolerans	1600	S	3	0	3	0.00000
Lactobacillus delbrueckii	1584	S	1	0	1	0.00000
Lactobacillus gasseri	1596	S	1	1	2	0.00000
Lactobacillus amylovorus	1604	S	1	0	1	0.00000
Lactiplantibacillus plantarum	1590	S	8	1	9	0.00000
Lacticaseibacillus paracasei	1597	S	2	2	4	0.00000
Lacticaseibacillus zeae	57037	S	2	0	2	0.00000
Lacticaseibacillus manihotivorans	88233	S	2	0	2	0.00000
Lacticaseibacillus pabuli	3025672	S	1	0	1	0.00000
Ligilactobacillus agilis	1601	S	2	0	2	0.00000
Ligilactobacillus salivarius	1624	S	2	0	2	0.00000
Ligilactobacillus murinus	1622	S	1	0	1	0.00000
Loigolactobacillus backii	375175	S	1	3	4	0.00000
Limosilactobacillus fermentum	1613	S	4	1	5	0.00000
Weissella paramesenteroides	1249	S	1	0	1	0.00000
Weissella ceti	759620	S	1	0	1	0.00000
Weissella coleopterorum	2714949	S	1	0	1	0.00000
Levilactobacillus brevis	1580	S	3	0	3	0.00000
Pediococcus pentosaceus	1255	S	2	0	2	0.00000
Liquorilactobacillus mali	1618	S	2	0	2	0.00000
Latilactobacillus sakei	1599	S	2	2	4	0.00000
Lapidilactobacillus dextrinicus	51664	S	2	0	2	0.00000
Fructilactobacillus sanfranciscensis	1625	S	1	1	2	0.00000
Companilactobacillus heilongjiangensis	1074467	S	1	1	2	0.00000
Apilactobacillus bombintestini	2419772	S	1	0	1	0.00000
Apilactobacillus apisilvae	2923364	S	1	0	1	0.00000
Acetilactobacillus jinshanensis	1720083	S	1	0	1	0.00000
Paucilactobacillus nenjiangensis	1296540	S	1	0	1	0.00000
Lentilactobacillus laojiaonis	2883998	S	1	0	1	0.00000
Periweissella cryptocerci	2506420	S	1	0	1	0.00000
Xylocopilactobacillus apis	2932183	S	1	0	1	0.00000
Fundicoccus culcitae	2969821	S	4	0	4	0.00000
Suicoccus acidiformans	2036206	S	2	0	2	0.00000
Ruoffia tabacinasalis	87458	S	1	0	1	0.00000
Granulicatella adiacens	46124	S	2	0	2	0.00000
Carnobacterium divergens	2748	S	1	1	2	0.00000
Clostridium sp. 'deep sea'	2779445	S	2	0	2	0.00000
Clostridium sp. OS1-26	3070681	S	1	0	1	0.00000
Clostridium sp. BNL1100	755731	S	1	0	1	0.00000
Clostridium sp. BJN0001	2930219	S	1	0	1	0.00000
Clostridium sp. JN-9	2507159	S	1	0	1	0.00000
Clostridium perfringens	1502	S	4	4	8	0.00000
Clostridium beijerinckii	1520	S	3	1	4	0.00000
Clostridium estertheticum	238834	S	2	0	2	0.00000
Clostridium thermosuccinogenes	84032	S	2	0	2	0.00000
Clostridium felsineum	36839	S	1	0	1	0.00000
Clostridium manihotivorum	2320868	S	1	0	1	0.00000
Clostridium thermarum	1716543	S	1	0	1	0.00000
Clostridium tagluense	360422	S	1	0	1	0.00000
Clostridium isatidis	182773	S	1	0	1	0.00000
Clostridium baratii	1561	S	1	0	1	0.00000
Clostridium novyi	1542	S	1	0	1	0.00000
Clostridium pasteurianum	1501	S	1	0	1	0.00000
Clostridium tetani	1513	S	1	0	1	0.00000
Crassaminicella thermophila	2599308	S	1	0	1	0.00000
Crassaminicella indica	2855394	S	1	0	1	0.00000
Caloramator sp. Dgby_cultured_2	3029174	S	1	0	1	0.00000
Acetivibrio thermocellus	1515	S	1	1	2	0.00000
Faecalibacterium taiwanense	3030638	S	2	0	2	0.00000
Ruminiclostridium cellulolyticum	1521	S	1	0	1	0.00000
Ruminiclostridium papyrosolvens	29362	S	1	0	1	0.00000
Ruminococcus bovis	2564099	S	1	0	1	0.00000
Mageeibacillus indolicus	884684	S	1	0	1	0.00000
Petroclostridium sp. X23	3045146	S	1	0	1	0.00000
Proteiniborus sp. MB09-C3	3050072	S	1	0	1	0.00000
Thermaerobacter marianensis	73919	S	1	0	1	0.00000
Fenollaria massiliensis	938288	S	1	0	1	0.00000
Desulforamulus ruminis	1564	S	1	0	1	0.00000
Caldinitratiruptor microaerophilus	671077	S	1	0	1	0.00000
Proteinivorax hydrogeniformans	1826727	S	1	0	1	0.00000
Desulfosporosinus orientis	1563	S	1	0	1	0.00000
Desulfotomaculum nigrificans	1565	S	1	0	1	0.00000
Clostridioides difficile	1496	S	11	14	25	0.00001
Terrisporobacter glycolicus	36841	S	2	0	2	0.00000
Terrisporobacter petrolearius	1460447	S	1	0	1	0.00000
Paraclostridium ghonii	29358	S	1	0	1	0.00000
Serpentinicella alkaliphila	1734049	S	3	0	3	0.00000
Emergencia sp. JLR.KK010	3114296	S	2	0	2	0.00000
Aminipila luticellarii	2507160	S	1	0	1	0.00000
Caminicella sporogenes	166485	S	2	0	2	0.00000
Candidatus Epulonipiscium viviparus	420336	S	3	0	3	0.00000
Roseburia hominis	301301	S	1	0	1	0.00000
Roseburia rectibacter	2763062	S	1	0	1	0.00000
Enterocloster clostridioformis	1531	S	2	0	2	0.00000
Anaerocolumna sp. MB42-C2	3070997	S	1	0	1	0.00000
Anaerocolumna sedimenticola	2696063	S	1	0	1	0.00000
Chakrabartyella piscis	2918914	S	1	0	1	0.00000
Wansuia hejianensis	2763667	S	1	0	1	0.00000
Qiania dongpingensis	2763669	S	1	0	1	0.00000
Mediterraneibacter gnavus	33038	S	1	0	1	0.00000
[Clostridium] colinum	36835	S	1	0	1	0.00000
Lachnoclostridium phytofermentans	66219	S	1	0	1	0.00000
Blautia hansenii	1322	S	1	0	1	0.00000
Acetohalobium arabaticum	28187	S	2	0	2	0.00000
Halanaerobium praevalens	2331	S	1	0	1	0.00000
Natranaerofaba carboxydovora	2742683	S	1	2	3	0.00000
Thermoanaerobacterium xylanolyticum	29329	S	1	1	2	0.00000
Erysipelothrix piscisicarius	2485784	S	1	1	2	0.00000
Allocoprobacillus halotolerans	2944914	S	2	0	2	0.00000
Solobacterium moorei	102148	S	1	0	1	0.00000
Turicibacter sp. TJ11	2806443	S	2	0	2	0.00000
Turicibacter sp. H121	1712675	S	1	0	1	0.00000
Turicibacter bilis	2735723	S	1	0	1	0.00000
Catenibacterium mitsuokai	100886	S	1	0	1	0.00000
Catenibacterium sp. co_0103	2478954	S	1	0	1	0.00000
Peptoniphilus genitalis	3036303	S	3	0	3	0.00000
Peptoniphilus harei	54005	S	1	0	1	0.00000
Murdochiella vaginalis	1852373	S	1	0	1	0.00000
Keratinibaculum paraultunense	1278232	S	1	0	1	0.00000
Schnuerera ultunensis	45497	S	1	0	1	0.00000
Sedimentibacter sp. zth1	2816908	S	1	0	1	0.00000
Ezakiella coagulans	46507	S	1	0	1	0.00000
Veillonella parvula	29466	S	1	1	2	0.00000
Sporomusa aerivorans	204936	S	1	1	2	0.00000
endosymbiont 'TC1' of Trimyema compressum	243899	S	1	0	1	0.00000
Streptomyces sp. ICC1	2099583	S	34	9	43	0.00002
Streptomyces sp. ICC4	2099584	S	7	2	9	0.00000
Streptomyces sp. NBC_01262	2903803	S	1	0	1	0.00000
Streptomyces armeniacus	83291	S	11	0	11	0.00000
Streptomyces vinaceusdrappus	67376	S	10	3	13	0.00001
Streptomyces anulatus	1892	S	4	0	4	0.00000
Streptomyces mobaraensis	35621	S	3	10	13	0.00001
Streptomyces ambofaciens	1889	S	1	0	1	0.00000
Streptomyces europaeiscabiei	146819	S	1	0	1	0.00000
Streptomyces albidoflavus	1886	S	1	0	1	0.00000
Mycobacterium sp. DL440	2675523	S	7	0	7	0.00000
Mycobacterium sp. DL592	2675524	S	3	0	3	0.00000
Mycobacterium intracellulare	1767	S	2	0	2	0.00000
Mycolicibacterium austroafricanum	39687	S	3	0	3	0.00000
Prescottella equi	43767	S	7	0	7	0.00000
Corynebacterium incognita	2754725	S	2	0	2	0.00000
Corynebacterium ulcerans	65058	S	1	0	1	0.00000
Corynebacterium uterequi	1072256	S	1	0	1	0.00000
Corynebacterium provencense	1737425	S	1	0	1	0.00000
Gordonia mangrovi	2665643	S	1	0	1	0.00000
Brevibacterium pigmentatum	1496080	S	2	0	2	0.00000
Brevibacterium sandarakinum	629680	S	1	0	1	0.00000
Arthrobacter zhangbolii	2886936	S	1	0	1	0.00000
Rothia kristinae	37923	S	1	0	1	0.00000
Janibacter indicus	857417	S	2	0	2	0.00000
Microbacterium cremeum	2782169	S	1	0	1	0.00000
Homoserinibacter sp. YIM 151385	2985506	S	1	0	1	0.00000
Cellulomonas flavigena	1711	S	1	0	1	0.00000
Georgenia faecalis	2483799	S	1	0	1	0.00000
Sanguibacter sp. HDW7	2714931	S	1	0	1	0.00000
Winkia neuii	33007	S	2	1	3	0.00000
Plantactinospora sp. BB1	2071627	S	2	0	2	0.00000
Plantactinospora sp. BC1	2108470	S	1	0	1	0.00000
Bifidobacterium catenulatum	1686	S	1	0	1	0.00000
Bifidobacterium longum	216816	S	1	0	1	0.00000
Stackebrandtia nassauensis	283811	S	1	0	1	0.00000
Amycolatopsis sp. NBC_01480	2903562	S	1	0	1	0.00000
Acidipropionibacterium acidipropionici	1748	S	1	0	1	0.00000
Eggerthella lenta	84112	S	1	0	1	0.00000
Arabiibacter massiliensis	1870985	S	1	0	1	0.00000
Coriobacterium glomerans	33871	S	1	0	1	0.00000
Thermoleophilum album	29539	S	1	0	1	0.00000
Mycoplasma capricolum	2095	S	4	1	5	0.00000
Mycoplasma mycoides	2102	S	3	0	3	0.00000
Mycoplasma sp. 888	3108483	S	2	1	3	0.00000
Candidatus Mycoplasma mahonii	3004105	S	1	0	1	0.00000
endosymbiont DhMRE of Dentiscutata heterogama	1609546	S	2	0	2	0.00000
Spiroplasma endosymbiont of Notiophilus biguttatus	3066285	S	1	1	2	0.00000
Spiroplasma floricola	216937	S	2	0	2	0.00000
Mesoplasma tabanidae	219745	S	1	1	2	0.00000
Haploplasma axanthum	29552	S	4	0	4	0.00000
Candidatus Phytoplasma luffae	35773	S	1	0	1	0.00000
Mycoplasmopsis bovis	28903	S	3	0	3	0.00000
Mycoplasmopsis californica	2113	S	2	0	2	0.00000
Mycoplasmopsis caviae	55603	S	1	0	1	0.00000
Mycoplasmopsis bovirhinis	29553	S	1	0	1	0.00000
Mycoplasmopsis gallinacea	29556	S	1	0	1	0.00000
Metamycoplasma cloacale	92401	S	1	0	1	0.00000
Metamycoplasma spumans	92406	S	1	0	1	0.00000
Malacoplasma penetrans	28227	S	1	2	3	0.00000
Mycoplasmoides gallisepticum	2096	S	1	1	2	0.00000
Candidatus Xianfuyuplasma coldseepsis	2782163	S	2	0	2	0.00000
Hujiaoplasma nucleasis	2725268	S	2	0	2	0.00000
Planktothrix agardhii	1160	S	2	8	10	0.00000
Trichodesmium erythraeum	1206	S	1	0	1	0.00000
Oscillatoria acuminata	118323	S	1	0	1	0.00000
Oscillatoria nigro-viridis	482564	S	1	0	1	0.00000
Rippkaea orientalis	2546366	S	1	1	2	0.00000
Cyanobacterium aponinum	379064	S	1	0	1	0.00000
Gloeocapsa sp. PCC 7428	1173026	S	1	0	1	0.00000
Nostoc sp. UHCC 0302	3134896	S	1	0	1	0.00000
Brasilonema sennae	1397703	S	1	0	1	0.00000
Okeanomitos corallinicola	3231550	S	1	0	1	0.00000
Calothrix sp. 336/3	1337936	S	1	0	1	0.00000
Prochlorococcus sp. MIT 1314	3096220	S	2	0	2	0.00000
Prochlorococcus marinus	1219	S	1	0	1	0.00000
Pseudanabaena mucicola	71190	S	1	0	1	0.00000
Leptolyngbya sp. 7M	2812896	S	1	0	1	0.00000
Thermoflexus hugenholtzii	1495650	S	3	0	3	0.00000
Thermobaculum terrenum	166501	S	1	0	1	0.00000
Dehalogenimonas sp. W	3127115	S	1	0	1	0.00000
Ktedonosporobacter rubrisoli	2509675	S	1	0	1	0.00000
Fimbriimonas ginsengisoli	1005039	S	3	0	3	0.00000
