name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Staphylococcus aureus	1280	S	167964	423908	591872	0.93618
Staphylococcus argenteus	985002	S	1267	36	1303	0.00206
Staphylococcus schweitzeri	1654388	S	735	24	759	0.00120
Staphylococcus sp. MZ8	2836366	S	124	3346	3470	0.00549
Staphylococcus sp. MZ9	2836367	S	89	10577	10666	0.01687
Staphylococcus sp. IVB6181	2929481	S	29	0	29	0.00005
Staphylococcus sp. 17KM0847	2583989	S	29	0	29	0.00005
Staphylococcus sp. FSL W8-0305	2954552	S	24	312	336	0.00053
Staphylococcus sp. MI 10-1553	1912064	S	13	0	13	0.00002
Staphylococcus sp. NRL 16/872	2930131	S	7	8	15	0.00002
Staphylococcus sp. SM3655	2807625	S	5	5927	5932	0.00938
Staphylococcus sp. MZ1	2836369	S	5	2808	2813	0.00445
Staphylococcus sp. M0911	2025492	S	5	3	8	0.00001
Staphylococcus sp. SB1-57	2813777	S	4	3	7	0.00001
Staphylococcus sp. 11-B-312	2799680	S	4	0	4	0.00001
Staphylococcus sp. MZ3	2836364	S	3	497	500	0.00079
Staphylococcus sp. MZ7	2836365	S	2	300	302	0.00048
Staphylococcus sp. IVB6214	2989766	S	2	3	5	0.00001
Staphylococcus sp. FSL W8-0056	2954548	S	2	112	114	0.00018
Staphylococcus sp. IVB6240	2989771	S	2	3	5	0.00001
Staphylococcus sp. IVB6238	2989770	S	2	2	4	0.00001
Staphylococcus sp. IVB6233	2989769	S	1	5	6	0.00001
Staphylococcus sp. HL28	2897335	S	1	6	7	0.00001
Staphylococcus sp. SM9054	2807624	S	1	5495	5496	0.00869
Staphylococcus simiae	308354	S	485	1	486	0.00077
Staphylococcus capitis	29388	S	303	13	316	0.00050
Staphylococcus epidermidis	1282	S	261	6	267	0.00042
Staphylococcus haemolyticus	1283	S	261	6	267	0.00042
Staphylococcus hominis	1290	S	240	5	245	0.00039
Staphylococcus saccharolyticus	33028	S	215	1	216	0.00034
Staphylococcus delphini	53344	S	111	4	115	0.00018
Staphylococcus pseudintermedius	283734	S	61	2	63	0.00010
Staphylococcus felis	46127	S	168	0	168	0.00027
Staphylococcus pasteuri	45972	S	147	1	148	0.00023
Staphylococcus arlettae	29378	S	132	1	133	0.00021
Staphylococcus devriesei	586733	S	106	0	106	0.00017
Staphylococcus warneri	1292	S	101	8	109	0.00017
Staphylococcus lugdunensis	28035	S	90	0	90	0.00014
Staphylococcus gallinarum	1293	S	77	0	77	0.00012
Staphylococcus caprae	29380	S	67	1	68	0.00011
Staphylococcus saprophyticus	29385	S	66	1	67	0.00011
Staphylococcus lutrae	155085	S	65	0	65	0.00010
Staphylococcus piscifermentans	70258	S	56	0	56	0.00009
Staphylococcus xylosus	1288	S	56	1	57	0.00009
Staphylococcus kloosii	29384	S	54	0	54	0.00009
Staphylococcus simulans	1286	S	54	0	54	0.00009
Staphylococcus debuckii	2044912	S	46	0	46	0.00007
Staphylococcus nepalensis	214473	S	46	0	46	0.00007
Staphylococcus hsinchuensis	3051183	S	46	0	46	0.00007
Staphylococcus cohnii	29382	S	38	2	40	0.00006
Staphylococcus ureilyticus	94138	S	6	1	7	0.00001
Staphylococcus auricularis	29379	S	38	0	38	0.00006
Staphylococcus chromogenes	46126	S	37	0	37	0.00006
Staphylococcus agnetis	985762	S	37	0	37	0.00006
Staphylococcus pettenkoferi	170573	S	36	0	36	0.00006
Staphylococcus lloydii	2781774	S	36	0	36	0.00006
Staphylococcus edaphicus	1955013	S	35	0	35	0.00006
Staphylococcus muscae	1294	S	29	0	29	0.00005
Staphylococcus condimenti	70255	S	28	0	28	0.00004
Staphylococcus equorum	246432	S	24	9	33	0.00005
Staphylococcus succinus	61015	S	23	0	23	0.00004
Staphylococcus shinii	2912228	S	23	0	23	0.00004
Staphylococcus hyicus	1284	S	22	0	22	0.00003
Staphylococcus ratti	2892440	S	22	0	22	0.00003
Staphylococcus carnosus	1281	S	20	0	20	0.00003
Staphylococcus rostri	522262	S	19	0	19	0.00003
Staphylococcus casei	201828	S	18	0	18	0.00003
Staphylococcus coagulans	74706	S	18	0	18	0.00003
Staphylococcus schleiferi	1295	S	17	0	17	0.00003
Staphylococcus pseudoxylosus	2282419	S	9	1	10	0.00002
Mammaliicoccus sciuri	1296	S	16	1	17	0.00003
Mammaliicoccus vitulinus	71237	S	6	0	6	0.00001
Mammaliicoccus lentus	42858	S	4	0	4	0.00001
Mammaliicoccus sp. Marseille-Q6498	2962659	S	2	0	2	0.00000
Mammaliicoccus sp. Dog046	3034233	S	2	0	2	0.00000
Macrococcus bovicus	69968	S	1	1	2	0.00000
Macrococcus armenti	2875764	S	1	0	1	0.00000
Macrococcoides canis	1855823	S	3	0	3	0.00000
Salinicoccus sp. Bachu38	3136731	S	1	1	2	0.00000
Bacillus velezensis	492670	S	24	1	25	0.00004
Bacillus amyloliquefaciens	1390	S	5	1	6	0.00001
Bacillus siamensis	659243	S	2	0	2	0.00000
Bacillus subtilis	1423	S	7	9	16	0.00003
Bacillus halotolerans	260554	S	2	0	2	0.00000
Bacillus stercoris	2054641	S	1	0	1	0.00000
Bacillus anthracis	1392	S	14	12	26	0.00004
Bacillus thuringiensis	1428	S	6	0	6	0.00001
Bacillus cereus	1396	S	3	0	3	0.00000
Bacillus mycoides	1405	S	1	0	1	0.00000
Bacillus manliponensis	574376	S	1	0	1	0.00000
Bacillus cytotoxicus	580165	S	1	0	1	0.00000
Bacillus pacificus	2026187	S	1	0	1	0.00000
Bacillus sp. KH172YL63	2709784	S	3	0	3	0.00000
Bacillus sp. T3	467262	S	1	0	1	0.00000
Bacillus sp. SI2	3077323	S	1	0	1	0.00000
Bacillus sp. NSP9.1	1071078	S	1	0	1	0.00000
Bacillus altitudinis	293387	S	2	0	2	0.00000
Bacillus shivajii	1983719	S	1	0	1	0.00000
Lysinibacillus timonensis	2086577	S	4	0	4	0.00001
Lysinibacillus fusiformis	28031	S	2	0	2	0.00000
Lysinibacillus sp. FSL W7-1291	2954544	S	2	0	2	0.00000
Lysinibacillus sphaericus	1421	S	1	0	1	0.00000
Heyndrickxia coagulans	1398	S	3	1	4	0.00001
Heyndrickxia oleronia	38875	S	1	0	1	0.00000
Heyndrickxia vini	1476025	S	1	0	1	0.00000
Neobacillus sp. OS1-33	3070683	S	2	0	2	0.00000
Neobacillus sp. FSL H8-0543	2954672	S	1	0	1	0.00000
Neobacillus sp. 114	3048535	S	1	0	1	0.00000
Psychrobacillus glaciei	2283160	S	2	0	2	0.00000
Psychrobacillus sp. FSL H8-0483	2921389	S	1	0	1	0.00000
Geobacillus thermoleovorans	33941	S	3	0	3	0.00000
Peribacillus frigoritolerans	450367	S	1	1	2	0.00000
Niallia taxi	2499688	S	2	0	2	0.00000
Oceanobacillus jeddahense	1462527	S	1	1	2	0.00000
Lentibacillus sp. CBA3610	2518176	S	2	0	2	0.00000
Anoxybacillus flavithermus	33934	S	1	0	1	0.00000
Anoxybacillus amylolyticus	294699	S	1	0	1	0.00000
Virgibacillus phasianinus	2017483	S	1	0	1	0.00000
Virgibacillus sp. NKC19-16	2831673	S	1	0	1	0.00000
Mesobacillus foraminis	279826	S	2	0	2	0.00000
Radiobacillus deserti	2594883	S	1	0	1	0.00000
Pradoshia sp. D12	2651284	S	1	0	1	0.00000
Evansella cellulosilytica	1413	S	1	0	1	0.00000
Gottfriedia acidiceleris	371036	S	1	0	1	0.00000
Rossellomorea marisflavi	189381	S	1	0	1	0.00000
Metabacillus halosaccharovorans	930124	S	1	0	1	0.00000
Sediminibacillus dalangtanensis	2729421	S	1	0	1	0.00000
Pseudalkalibacillus hwajinpoensis	208199	S	1	0	1	0.00000
Gracilibacillus salitolerans	2663022	S	1	0	1	0.00000
Sporosarcina sp. Marseille-Q4943	2942204	S	3	1	4	0.00001
Sporosarcina sp. P37	1930546	S	1	1	2	0.00000
Sporosarcina sp. Marseille-Q4063	2810514	S	1	0	1	0.00000
Sporosarcina trichiuri	3056445	S	1	0	1	0.00000
Planococcus sp. MB-3u-03	2058136	S	2	0	2	0.00000
Planococcus sp. 107-1	2908840	S	1	0	1	0.00000
Planococcus lenghuensis	2213202	S	1	0	1	0.00000
Planococcus versutus	1302659	S	1	0	1	0.00000
Solibacillus silvestris	76853	S	3	1	4	0.00001
Ureibacillus thermophilus	367743	S	1	0	1	0.00000
Paenibacillus polymyxa	1406	S	4	0	4	0.00001
Paenibacillus sp. FSL H7-0940	2921443	S	1	1	2	0.00000
Paenibacillus sp. FSL K6-1096	2921460	S	1	0	1	0.00000
Paenibacillus physcomitrellae	1619311	S	3	0	3	0.00000
Paenibacillus ihbetae	1870820	S	1	0	1	0.00000
Paenibacillus albus	2495582	S	1	0	1	0.00000
Paenibacillus cellulosilyticus	375489	S	1	0	1	0.00000
Paenibacillus bovis	1616788	S	1	0	1	0.00000
Brevibacillus agri	51101	S	2	0	2	0.00000
Brevibacillus sp. NSP2.1	3003229	S	1	0	1	0.00000
Listeria monocytogenes	1639	S	4	2	6	0.00001
Listeria grayi	1641	S	1	0	1	0.00000
Sporolactobacillus sp. Y61	3160863	S	1	0	1	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	1	0	1	0.00000
Laceyella sacchari	37482	S	1	0	1	0.00000
Novibacillus thermophilus	1471761	S	1	0	1	0.00000
Fodinisporobacter ferrooxydans	2901836	S	1	0	1	0.00000
Abyssicoccus albus	1817405	S	1	0	1	0.00000
Enterococcus faecalis	1351	S	98	36	134	0.00021
Enterococcus durans	53345	S	32	12	44	0.00007
Enterococcus faecium	1352	S	8	5	13	0.00002
Enterococcus cecorum	44008	S	1	0	1	0.00000
Vagococcus fluvialis	2738	S	1	0	1	0.00000
Vagococcus xieshaowenii	2562451	S	1	0	1	0.00000
Melissococcus plutonius	33970	S	1	0	1	0.00000
Streptococcus suis	1307	S	23	2	25	0.00004
Streptococcus thermophilus	1308	S	3	0	3	0.00000
Streptococcus pyogenes	1314	S	3	0	3	0.00000
Streptococcus parauberis	1348	S	2	0	2	0.00000
Streptococcus infantis	68892	S	2	0	2	0.00000
Streptococcus alactolyticus	29389	S	1	0	1	0.00000
Streptococcus sp. 29896	3028082	S	1	0	1	0.00000
Streptococcus agalactiae	1311	S	1	2	3	0.00000
Streptococcus pneumoniae	1313	S	1	0	1	0.00000
Streptococcus pluranimalium	82348	S	1	0	1	0.00000
Lactococcus lactis	1358	S	2	15	17	0.00003
Lactococcus raffinolactis	1366	S	2	0	2	0.00000
Lactococcus piscium	1364	S	1	0	1	0.00000
Lactococcus formosensis	1281486	S	1	0	1	0.00000
Lactococcus protaetiae	2592653	S	1	0	1	0.00000
Limosilactobacillus fermentum	1613	S	2	0	2	0.00000
Limosilactobacillus vaginalis	1633	S	1	0	1	0.00000
Lactiplantibacillus plantarum	1590	S	1	1	2	0.00000
Acetilactobacillus jinshanensis	1720083	S	1	0	1	0.00000
Ligilactobacillus salivarius	1624	S	1	0	1	0.00000
Latilactobacillus curvatus	28038	S	1	0	1	0.00000
Loigolactobacillus backii	375175	S	1	0	1	0.00000
Apilactobacillus apinorum	1218495	S	1	0	1	0.00000
Lacticaseibacillus paracasei	1597	S	1	1	2	0.00000
Periweissella cryptocerci	2506420	S	1	0	1	0.00000
Desemzia incerta	82801	S	2	0	2	0.00000
Jeotgalibaca ciconiae	2496265	S	2	0	2	0.00000
Marinilactibacillus sp. 15R	1911586	S	1	0	1	0.00000
Ruoffia tabacinasalis	87458	S	2	0	2	0.00000
Clostridium botulinum	1491	S	1	0	1	0.00000
Clostridium sp. 'deep sea'	2779445	S	1	0	1	0.00000
Clostridium manihotivorum	2320868	S	1	0	1	0.00000
Clostridium novyi	1542	S	1	0	1	0.00000
Clostridium beijerinckii	1520	S	1	0	1	0.00000
Clostridium perfringens	1502	S	1	0	1	0.00000
Caloramator sp. E03	2576307	S	1	0	1	0.00000
Crassaminicella profunda	1286698	S	1	0	1	0.00000
Ruminococcus bovis	2564099	S	2	0	2	0.00000
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	1	0	1	0.00000
Acetivibrio thermocellus	1515	S	1	0	1	0.00000
Mageeibacillus indolicus	884684	S	1	0	1	0.00000
Clostridioides difficile	1496	S	5	1	6	0.00001
Intestinibacter bartlettii	261299	S	2	0	2	0.00000
Peptostreptococcus equinus	3003601	S	1	0	1	0.00000
Terrisporobacter mayombei	1541	S	1	0	1	0.00000
Blautia hansenii	1322	S	2	1	3	0.00000
Candidatus Epulonipiscium viviparus	420336	S	1	0	1	0.00000
Anaerobutyricum hallii	39488	S	1	0	1	0.00000
[Clostridium] scindens	29347	S	1	0	1	0.00000
Petrocella atlantisensis	2173034	S	1	0	1	0.00000
Peptoniphilus genitalis	3036303	S	4	0	4	0.00001
Anaerococcus vaginalis	33037	S	1	0	1	0.00000
Tissierella sp. MB52-C2	3070999	S	1	0	1	0.00000
Solobacterium moorei	102148	S	1	1	2	0.00000
Intestinibaculum porci	2487118	S	1	0	1	0.00000
Faecalibacillus intestinalis	1982626	S	1	1	2	0.00000
